MatchID|Team1ID|Team1|score_t1|mu_rel_suc_t1|std_rel_suc_t1|med_rel_suc_t1|HAteam01|Team2ID|Team2|score_t2|mu_rel_suc_t2|std_rel_suc_t2|med_rel_suc_t2|HAteam02
367138|381|norwich_city|0|3.0|5.06816283379|0.0|home|359|arsenal|2|8.64052287582|9.98077523224|4.0|away
367139|367|tottenham_hotspur|3|1.6862745098|4.46111828097|0.0|home|362|aston_villa|0|3.45098039216|5.42560038721|0.0|away
367140|347|cardiff_city|1|0.0|0.0|0.0|home|363|chelsea|2|4.71895424837|10.2392666687|0.0|away
367141|306|hull_city|0|0.111111111111|0.980566433312|0.0|home|368|everton|2|7.56862745098|17.0557581199|0.0|away
367142|376|southampton|1|3.18954248366|3.99959415259|0.0|home|360|manchester_united|1|11.0588235294|13.8007460697|9.0|away
367143|364|liverpool|2|5.76470588235|9.60308005184|0.0|home|361|newcastle_united|1|5.6862745098|8.18213468178|3.0|away
367144|383|west_bromwich_albion|1|4.9477124183|9.12426259868|0.0|home|336|stoke_city|2|7.52941176471|12.6196541512|0.0|away
367145|366|sunderland|1|1.43137254902|4.1108253483|0.0|home|318|swansea_city|3|2.88888888889|5.53250118424|0.0|away
367146|382|manchester_city|2|12.9346405229|14.4740801474|9.0|home|371|west_ham_united|0|5.99346405229|8.21484128953|4.0|away
367147|361|newcastle_united|3|4.47712418301|7.81157593108|1.0|home|347|cardiff_city|0|0.0653594771242|0.805805752022|0.0|away
367148|336|stoke_city|4|5.50326797386|9.98700082101|0.0|home|370|fulham|1|1.83006535948|4.19740170123|0.0|away
367149|362|aston_villa|3|3.96732026144|5.89385223145|0.0|home|306|hull_city|1|0.176470588235|1.26345127009|0.0|away
367150|368|everton|2|7.51633986928|16.7363658588|0.0|home|382|manchester_city|3|12.9346405229|14.4740801474|9.0|away
367151|363|chelsea|0|6.07189542484|16.5233463572|0.0|home|381|norwich_city|0|3.53594771242|5.25807955174|0.0|away
367152|318|swansea_city|0|4.25490196078|6.38680155796|0.0|home|376|southampton|1|3.23529411765|4.02242846995|0.0|away
367153|360|manchester_united|0|14.3267973856|17.0254826562|10.0|home|366|sunderland|1|1.69934640523|4.30243124355|0.0|away
367154|371|west_ham_united|2|5.67973856209|8.28389538849|3.0|home|367|tottenham_hotspur|0|3.2614379085|7.73226094815|0.0|away
367155|359|arsenal|1|7.73202614379|9.11868478645|4.0|home|383|west_bromwich_albion|0|4.58823529412|9.03770562862|0.0|away
367156|318|swansea_city|4|4.83006535948|7.04030492662|0.0|home|362|aston_villa|1|3.39215686275|5.79523727612|0.0|away
367157|366|sunderland|4|2.47712418301|5.40646546774|0.0|home|347|cardiff_city|0|0.0653594771242|0.805805752022|0.0|away
367158|364|liverpool|0|4.83006535948|9.42586543567|0.0|home|363|chelsea|2|4.94117647059|13.4447478844|0.0|away
367159|376|southampton|2|2.66013071895|3.79914575657|0.0|home|368|everton|0|3.81699346405|12.7819510762|0.0|away
367160|370|fulham|2|2.16993464052|4.38325818123|0.0|home|306|hull_city|2|0.176470588235|1.26345127009|0.0|away
367161|359|arsenal|3|8.2091503268|9.48659432184|4.0|home|361|newcastle_united|0|5.13071895425|7.84464582442|2.0|away
367162|360|manchester_united|4|16.6405228758|15.3450996539|12.0|home|381|norwich_city|0|1.97385620915|3.96545163863|0.0|away
367163|336|stoke_city|0|7.35294117647|12.4530336427|0.0|home|367|tottenham_hotspur|1|3.28104575163|7.644432821|0.0|away
367164|383|west_bromwich_albion|1|5.85620915033|9.64495079436|0.0|home|371|west_ham_united|0|4.85620915033|7.2422311774|2.0|away
367165|306|hull_city|0|0.176470588235|1.26345127009|0.0|home|359|arsenal|3|8.07843137255|8.9847579079|5.0|away
367166|367|tottenham_hotspur|3|1.7385620915|4.46302345104|0.0|home|370|fulham|1|1.99346405229|4.45675917898|0.0|away
367167|381|norwich_city|2|2.54901960784|4.4013384424|0.0|home|364|liverpool|3|4.23529411765|9.04149093053|0.0|away
367168|368|everton|2|5.81699346405|14.4775859706|0.0|home|360|manchester_united|0|14.8169934641|17.2658709441|9.0|away
367169|362|aston_villa|0|3.39215686275|5.79523727612|0.0|home|376|southampton|0|3.18954248366|3.99959415259|0.0|away
367170|347|cardiff_city|1|0.0653594771242|0.805805752022|0.0|home|336|stoke_city|1|7.35294117647|12.4530336427|0.0|away
367171|363|chelsea|1|7.66013071895|15.9980241422|0.0|home|366|sunderland|2|1.2091503268|3.64190138297|0.0|away
367172|361|newcastle_united|1|5.01307189542|8.09016745919|2.0|home|318|swansea_city|2|4.28104575163|6.636655505|0.0|away
367173|382|manchester_city|3|14.3725490196|15.4322819076|11.0|home|383|west_bromwich_albion|1|6.86928104575|9.77103416397|0.0|away
367174|376|southampton|0|3.47712418301|4.12086190509|0.0|home|347|cardiff_city|1|0.0|0.0|0.0|away
367175|318|swansea_city|0|4.35294117647|6.64257469202|0.0|home|363|chelsea|1|8.88235294118|15.9962990722|0.0|away
367176|366|sunderland|0|3.04575163399|5.92473475789|0.0|home|368|everton|1|5.81699346405|14.4775859706|0.0|away
367177|360|manchester_united|3|6.00653594771|11.6621821813|0.0|home|306|hull_city|1|0.248366013072|1.53512702313|0.0|away
367178|364|liverpool|3|5.35947712418|9.20969535954|0.0|home|382|manchester_city|2|13.2091503268|14.7256628044|9.0|away
367179|336|stoke_city|1|7.35294117647|12.4530336427|0.0|home|361|newcastle_united|0|4.92810457516|6.97718464409|2.0|away
367180|370|fulham|1|2.16993464052|4.38325818123|0.0|home|381|norwich_city|0|3.57516339869|5.21648068385|0.0|away
367181|383|west_bromwich_albion|3|6.20261437908|8.61626329478|0.0|home|367|tottenham_hotspur|3|1.53594771242|4.29626094282|0.0|away
367182|359|arsenal|3|9.24836601307|9.72986847123|9.0|home|371|west_ham_united|1|4.46405228758|7.70962062916|0.0|away
367183|368|everton|3|5.81699346405|14.4775859706|0.0|home|359|arsenal|0|6.83006535948|8.74384253911|1.0|away
367184|362|aston_villa|1|2.13725490196|3.93585632531|0.0|home|370|fulham|2|2.24836601307|4.3780215273|0.0|away
367185|371|west_ham_united|1|4.41176470588|7.69477321266|0.0|home|364|liverpool|2|4.11111111111|7.97098952006|0.0|away
367186|361|newcastle_united|0|5.7385620915|7.71703085731|2.0|home|360|manchester_united|4|8.22222222222|9.65971502727|6.0|away
367187|382|manchester_city|4|11.3529411765|15.2304607873|1.0|home|376|southampton|1|3.70588235294|4.39084364121|0.0|away
367188|363|chelsea|3|9.07843137255|19.0494812898|0.0|home|336|stoke_city|0|8.60784313725|13.1055221081|0.0|away
367189|367|tottenham_hotspur|5|1.96078431373|4.72772707614|0.0|home|366|sunderland|1|3.07189542484|5.92447518446|0.0|away
367190|306|hull_city|1|0.111111111111|0.980566433312|0.0|home|318|swansea_city|0|6.11764705882|6.91398240044|5.0|away
367191|381|norwich_city|0|2.74509803922|4.88365208324|0.0|home|383|west_bromwich_albion|1|4.97385620915|8.85315771177|0.0|away
367192|360|manchester_united|4|14.1111111111|18.1044737026|8.0|home|362|aston_villa|1|3.56209150327|5.98563647339|0.0|away
367193|383|west_bromwich_albion|3|3.96078431373|7.73742484136|0.0|home|347|cardiff_city|3|0.0653594771242|0.805805752022|0.0|away
367194|370|fulham|1|2.13071895425|4.30335453657|0.0|home|368|everton|3|4.11111111111|11.3883070153|0.0|away
367195|336|stoke_city|1|5.90196078431|11.2143492964|0.0|home|306|hull_city|0|0.176470588235|1.26345127009|0.0|away
367196|359|arsenal|1|7.42483660131|9.39384641473|1.0|home|382|manchester_city|1|11.3529411765|14.6642023724|1.0|away
367197|376|southampton|4|3.6862745098|3.9745441441|3.0|home|361|newcastle_united|0|5.77124183007|7.57316964407|2.0|away
367198|318|swansea_city|3|5.6862745098|6.98595284132|1.0|home|381|norwich_city|0|3.26797385621|5.04620032547|0.0|away
367199|364|liverpool|4|5.35947712418|9.20969535954|0.0|home|367|tottenham_hotspur|0|3.95424836601|7.61091396372|0.0|away
367200|366|sunderland|1|2.12418300654|5.04660665315|0.0|home|371|west_ham_united|2|4.86928104575|7.74655125497|2.0|away
367201|363|chelsea|6|6.03921568627|15.7761640147|0.0|home|359|arsenal|0|8.88235294118|9.68115288904|8.0|away
367202|382|manchester_city|5|8.46405228758|12.421795174|0.0|home|370|fulham|0|1.95424836601|4.45065886182|0.0|away
367203|347|cardiff_city|3|0.0653594771242|0.805805752022|0.0|home|364|liverpool|6|5.35947712418|9.20969535954|0.0|away
367204|371|west_ham_united|0|5.45751633987|7.83822286123|3.0|home|360|manchester_united|2|12.5490196078|14.619774046|9.0|away
