MatchID|Team1|mu_rel_infield_suc_t1|std_rel_infield_suc_t1|med_rel_infield_suc_t1|score01|HAteam01|Team2|mu_rel_infield_suc_t2|std_rel_infield_suc_t2|med_rel_infield_suc_t2|score02|HAteam02
330817128|san_francisco_giants|33.500000|19.407473|38.500000|6|Away|miami_marlins|1.333333|2.981424|0.000000|4|Home
330817130|toronto_blue_jays|nan|nan|nan|6|[]|tampa_bay_rays|16.000000|35.777088|0.000000|2|Home
330818101|colorado_rockies|5.500000|6.677075|2.000000|2|Away|baltimore_orioles|13.166667|15.323366|6.000000|7|Home
330818102|new_york_yankees|27.000000|56.824291|2.000000|9|Away|boston_red_sox|nan|nan|nan|6|[]
330818103|houston_astros|0.000000|0.000000|0.000000|7|Away|los_angeles_angels|5.000000|11.180340|0.000000|5|Home
330818106|kansas_city_royals|32.000000|34.559128|19.500000|3|Away|detroit_tigers|52.166667|63.617127|24.500000|6|Home
330818108|cincinnati_reds|65.833333|120.779988|0.500000|9|Away|milwaukee_brewers|1.666667|3.726780|0.000000|1|Home
330818109|chicago_white_sox|nan|nan|nan|5|[]|minnesota_twins|4.000000|5.656854|0.000000|2|Home
330818111|cleveland_indians|11.666667|26.087460|0.000000|3|Away|oakland_athletics|0.000000|0.000000|0.000000|7|Home
330818113|seattle_mariners|7.166667|16.025154|0.000000|4|Away|texas_rangers|64.166667|63.207111|48.000000|3|Home
330818115|washington_nationals|25.500000|28.854520|18.500000|1|Away|atlanta_braves|3.333333|7.453560|0.000000|2|Home
330818116|st._louis_cardinals|25.333333|37.805056|2.000000|6|Away|chicago_cubs|10.333333|14.406789|0.500000|1|Home
330818122|los_angeles_dodgers|6.333333|8.956686|0.000000|2|Away|philadelphia_phillies|9.500000|10.704360|5.000000|3|Home
330818123|arizona_diamondbacks|14.833333|33.168342|0.000000|4|Away|pittsburgh_pirates|5.666667|6.599663|1.000000|2|Home
330818125|new_york_mets|6.500000|12.643180|0.000000|3|Away|san_diego_padres|5.400000|13.654303|0.000000|4|Home
330818128|san_francisco_giants|37.800000|25.635132|44.000000|5|Away|miami_marlins|1.333333|2.981424|0.000000|6|Home
330818130|toronto_blue_jays|nan|nan|nan|1|[]|tampa_bay_rays|0.000000|0.000000|0.000000|2|Home
330819101|tampa_bay_rays|16.000000|35.777088|0.000000|4|Away|baltimore_orioles|5.833333|10.237458|0.000000|3|Home
330819103|cleveland_indians|38.333333|25.388099|36.000000|5|Away|los_angeles_angels|5.000000|11.180340|0.000000|2|Home
330819108|st._louis_cardinals|4.333333|6.128259|0.000000|8|Away|milwaukee_brewers|0.000000|0.000000|0.000000|5|Home
330819109|new_york_mets|2.666667|5.120764|0.000000|6|Away|minnesota_twins|9.000000|7.958224|9.500000|1|Home
330819111|seattle_mariners|7.166667|16.025154|0.000000|1|Away|oakland_athletics|2.000000|2.380476|1.500000|2|Home
330819113|houston_astros|0.500000|0.763763|0.000000|5|Away|texas_rangers|25.733333|51.613263|0.000000|16|Home
330819116|washington_nationals|45.333333|49.771701|35.500000|1|Away|chicago_cubs|4.500000|10.062306|0.000000|11|Home
330819117|arizona_diamondbacks|14.833333|33.168342|0.000000|3|Away|cincinnati_reds|76.333333|116.946807|30.500000|5|Home
330819122|colorado_rockies|50.500000|106.285386|2.000000|4|Away|philadelphia_phillies|7.000000|15.652476|0.000000|5|Home
330819125|pittsburgh_pirates|25.833333|37.109822|9.500000|3|Away|san_diego_padres|8.000000|17.009801|0.000000|1|Home
330819126|boston_red_sox|nan|nan|nan|7|[]|san_francisco_giants|43.000000|25.067908|42.500000|0|Home
330819128|los_angeles_dodgers|8.166667|7.492589|5.500000|2|Away|miami_marlins|1.333333|2.981424|0.000000|6|Home
330820101|tampa_bay_rays|16.000000|35.777088|0.000000|7|Away|baltimore_orioles|13.166667|15.323366|6.000000|4|Home
330820103|cleveland_indians|11.666667|26.087460|0.000000|4|Away|los_angeles_angels|5.000000|11.180340|0.000000|1|Home
330820106|minnesota_twins|9.000000|7.958224|9.500000|6|Away|detroit_tigers|29.000000|33.366650|20.500000|3|Home
330820107|chicago_white_sox|nan|nan|nan|2|[]|kansas_city_royals|34.000000|36.064757|9.000000|0|Home
330820108|st._louis_cardinals|10.000000|17.804494|0.500000|3|Away|milwaukee_brewers|0.000000|0.000000|0.000000|6|Home
330820111|seattle_mariners|14.333333|20.270394|0.000000|7|Away|oakland_athletics|0.333333|0.745356|0.000000|4|Home
330820113|houston_astros|0.333333|0.471405|0.000000|2|Away|texas_rangers|95.166667|94.677376|81.500000|4|Home
330820116|washington_nationals|50.666667|71.653487|0.000000|4|Away|chicago_cubs|10.333333|14.406789|0.500000|2|Home
330820117|arizona_diamondbacks|0.000000|0.000000|0.000000|5|Away|cincinnati_reds|76.333333|116.946807|30.500000|2|Home
330820121|atlanta_braves|8.666667|12.736649|0.000000|3|Away|new_york_mets|13.700000|23.933449|1.000000|5|Home
330820122|colorado_rockies|45.700000|84.995353|7.500000|5|Away|philadelphia_phillies|7.000000|15.652476|0.000000|3|Home
330820125|pittsburgh_pirates|22.333333|38.164847|4.500000|8|Away|san_diego_padres|8.000000|17.009801|0.000000|1|Home
330820126|boston_red_sox|nan|nan|nan|2|[]|san_francisco_giants|51.833333|25.195348|42.500000|3|Home
330820128|los_angeles_dodgers|7.300000|10.159232|1.500000|6|Away|miami_marlins|1.333333|2.981424|0.000000|4|Home
