MatchID|Team1|mean_PTS_t1_bin_1|mean_STL_t1_bin_1|mean_AST_t1_bin_1|mean_DBPM_t1_bin_1|mean_BPM_t1_bin_1|mean_VORP_t1_bin_1|HAteam01|Team2|mean_PTS_t2_bin_1|mean_STL_t2_bin_1|mean_AST_t2_bin_1|mean_DBPM_t2_bin_1|mean_BPM_t2_bin_1|mean_VORP_t2_bin_1|HAteam02
400277721|washington_wizards|7.345455|0.745455|1.354545|-0.588542|-2.257292|0.386458|away|cleveland_cavaliers|7.953030|0.698485|1.651515|-0.714286|-2.825000|0.067857|home
400277722|boston_celtics|10.795000|0.850000|2.790000|0.490909|0.100000|1.300000|away|miami_heat|10.330769|0.907692|2.038462|0.533333|1.786667|2.420000|home
400277723|dallas_mavericks|8.060000|0.710000|1.900000|0.166667|-0.933333|0.748148|away|los_angeles_lakers|10.995833|0.733333|2.795833|-0.272727|0.018182|1.718182|home
400277724|indiana_pacers|8.527273|0.722727|1.727273|0.066667|-1.111111|0.788889|away|toronto_raptors|10.354545|0.709091|2.663636|-1.460000|-2.240000|0.680000|home
400277725|denver_nuggets|10.000000|0.850000|2.550000|-0.107407|-0.659259|1.062963|away|philadelphia_76ers|8.731818|0.763636|1.604545|-0.153333|-0.870000|0.770000|home
400277726|houston_rockets|7.110000|0.770000|1.750000|0.714286|0.600000|0.900000|away|detroit_pistons|9.811111|0.655556|1.855556|-1.414286|-1.371429|0.500000|home
400277727|sacramento_kings|9.472727|0.863636|1.818182|0.125926|-0.770370|0.525926|away|chicago_bulls|9.018182|0.645455|1.945455|-0.080000|-0.510000|0.926667|home
400277729|dallas_mavericks|7.733333|0.677778|1.933333|-0.050000|-1.350000|0.454167|away|utah_jazz|9.358333|0.691667|1.691667|-0.914815|-1.840741|0.503704|home
400277730|golden_state_warriors|11.310000|0.725000|2.630000|0.354167|-0.012500|1.179167|away|phoenix_suns|10.230000|0.660000|1.680000|-0.266667|-1.162963|0.462963|home
400277731|memphis_grizzlies|9.318182|0.881818|1.990909|0.173333|-0.316667|1.246667|away|los_angeles_clippers|9.540909|0.809091|2.209091|0.545455|0.654545|1.563636|home
400277732|los_angeles_lakers|10.995833|0.733333|2.795833|-0.272727|0.018182|1.718182|away|portland_trail_blazers|9.400000|0.718750|1.162500|-0.097619|-2.014286|0.942857|home
400277734|oklahoma_city_thunder|9.359091|0.695455|1.827273|0.548148|0.185185|1.633333|away|san_antonio_spurs|9.504167|0.704167|2.262500|-0.190000|0.150000|1.230000|home
400277735|indiana_pacers|9.210000|0.775000|1.880000|0.066667|-1.111111|0.788889|away|charlotte_bobcats|8.318182|0.536364|1.863636|-1.337500|-3.875000|0.037500|home
400277736|denver_nuggets|10.000000|0.850000|2.550000|-0.107407|-0.659259|1.062963|away|orlando_magic|7.940000|0.585000|2.125000|0.438095|0.223810|1.352381|home
400277737|milwaukee_bucks|9.220833|0.712500|2.091667|0.833333|-1.054545|0.751515|away|boston_celtics|10.795000|0.850000|2.790000|0.490909|0.100000|1.300000|home
400277738|houston_rockets|7.700000|0.780000|1.820000|0.687500|0.587500|0.850000|away|atlanta_hawks|10.118182|0.863636|2.309091|-0.092593|0.170370|1.207407|home
400277739|chicago_bulls|9.018182|0.645455|1.945455|-0.080000|-0.510000|0.926667|away|cleveland_cavaliers|7.953030|0.698485|1.651515|-0.714286|-2.825000|0.067857|home
400277740|miami_heat|10.315385|0.923077|1.953846|0.766667|1.706061|2.300000|away|new_york_knicks|9.794444|1.027778|2.655556|1.025926|1.281481|1.574074|home
400277742|portland_trail_blazers|7.642857|0.692857|0.985714|-0.197222|-2.750000|0.516667|away|oklahoma_city_thunder|9.359091|0.695455|1.827273|0.548148|0.185185|1.633333|home
400277743|sacramento_kings|9.472727|0.863636|1.818182|0.125926|-0.770370|0.525926|away|minnesota_timberwolves|7.855556|0.611111|1.777778|-0.775000|-1.704167|0.362500|home
400277744|detroit_pistons|9.811111|0.655556|1.855556|-1.414286|-1.371429|0.500000|away|phoenix_suns|10.230000|0.660000|1.680000|-0.266667|-1.162963|0.462963|home
400277745|los_angeles_clippers|9.540909|0.809091|2.209091|0.545455|0.654545|1.563636|away|los_angeles_lakers|10.179167|0.708333|1.937500|-0.027273|-0.603030|1.542424|home
400277746|memphis_grizzlies|9.318182|0.881818|1.990909|0.184848|-0.406061|1.160606|away|golden_state_warriors|11.310000|0.725000|2.630000|0.354167|-0.012500|1.179167|home
400277747|boston_celtics|10.795000|0.850000|2.790000|0.490909|0.100000|1.300000|away|washington_wizards|7.391667|0.708333|1.291667|-0.545370|-2.506481|0.299074|home
400277748|sacramento_kings|9.472727|0.863636|1.818182|0.125926|-0.770370|0.525926|away|indiana_pacers|9.210000|0.775000|1.880000|0.066667|-1.111111|0.788889|home
400277749|toronto_raptors|9.790909|0.727273|2.736364|-1.040000|-2.020000|0.740000|away|brooklyn_nets|12.395000|0.805000|2.660000|0.103704|0.129630|1.018519|home
400277750|denver_nuggets|9.636364|0.804545|2.404545|-0.237037|-1.200000|0.974074|away|miami_heat|10.253846|0.907692|2.023077|0.766667|1.706061|2.300000|home
400277752|portland_trail_blazers|7.771429|0.764286|1.200000|-0.622222|-3.133333|0.416667|away|houston_rockets|7.700000|0.780000|1.820000|0.687500|0.587500|0.850000|home
400277753|cleveland_cavaliers|7.953030|0.698485|1.651515|-0.714286|-2.825000|0.067857|away|milwaukee_bucks|9.220833|0.712500|2.091667|0.833333|-1.054545|0.751515|home
400277754|charlotte_bobcats|8.318182|0.536364|1.863636|-1.337500|-3.875000|0.037500|away|dallas_mavericks|8.590000|0.680000|1.900000|0.360000|-1.286667|0.636667|home
400277755|utah_jazz|9.358333|0.691667|1.691667|-0.914815|-1.840741|0.503704|away|san_antonio_spurs|10.412500|0.745833|2.529167|-0.136364|0.618182|1.527273|home
400277756|golden_state_warriors|10.766667|0.683333|2.522222|-0.344444|-0.216667|1.072222|away|los_angeles_clippers|8.862500|0.758333|2.066667|0.545455|0.654545|1.563636|home
400277757|philadelphia_76ers|8.731818|0.763636|1.604545|-0.153333|-0.870000|0.770000|away|new_york_knicks|9.794444|1.027778|2.655556|1.025926|1.281481|1.574074|home
400277758|minnesota_timberwolves|7.855556|0.611111|1.777778|-0.775000|-1.704167|0.362500|away|toronto_raptors|9.790909|0.727273|2.736364|-1.040000|-2.020000|0.740000|home
400277759|phoenix_suns|10.230000|0.660000|1.680000|-0.266667|-1.162963|0.462963|away|orlando_magic|7.611111|0.561111|1.872222|0.294444|-0.155556|1.244444|home
400277760|atlanta_hawks|10.118182|0.863636|2.309091|-0.092593|0.170370|1.207407|away|oklahoma_city_thunder|9.359091|0.695455|1.827273|0.548148|0.185185|1.633333|home
400277761|detroit_pistons|9.811111|0.655556|1.855556|-1.414286|-1.371429|0.500000|away|los_angeles_lakers|10.179167|0.708333|1.937500|-0.027273|-0.603030|1.542424|home
400277762|new_york_knicks|9.794444|1.027778|2.655556|1.025926|1.281481|1.574074|away|philadelphia_76ers|8.731818|0.763636|1.604545|-0.153333|-0.870000|0.770000|home
400277763|minnesota_timberwolves|7.855556|0.611111|1.777778|-0.775000|-1.704167|0.362500|away|brooklyn_nets|11.330000|0.690000|2.420000|-0.174074|-0.844444|0.822222|home
400277764|phoenix_suns|10.811111|0.700000|1.822222|-0.600000|-0.933333|0.533333|away|miami_heat|10.253846|0.907692|2.023077|0.766667|1.706061|2.300000|home
400277765|utah_jazz|9.358333|0.691667|1.691667|-0.914815|-1.840741|0.503704|away|memphis_grizzlies|9.318182|0.881818|1.990909|0.184848|-0.406061|1.160606|home
400277766|portland_trail_blazers|8.755556|0.738889|1.244444|-0.222917|-2.425000|0.750000|away|dallas_mavericks|8.590000|0.680000|1.900000|0.360000|-1.286667|0.636667|home
400277767|indiana_pacers|9.210000|0.775000|1.880000|0.066667|-1.111111|0.788889|away|san_antonio_spurs|10.412500|0.745833|2.529167|-0.136364|0.618182|1.527273|home
400277768|golden_state_warriors|10.820000|0.715000|2.530000|0.419048|0.157143|1.290476|away|sacramento_kings|9.472727|0.863636|1.818182|0.125926|-0.770370|0.525926|home
400277769|cleveland_cavaliers|7.953030|0.698485|1.651515|-0.714286|-2.825000|0.067857|away|los_angeles_clippers|9.540909|0.809091|2.209091|0.545455|0.654545|1.563636|home
400277770|orlando_magic|7.611111|0.561111|1.872222|0.294444|-0.155556|1.244444|away|chicago_bulls|9.018182|0.645455|1.945455|-0.080000|-0.510000|0.926667|home
400277771|toronto_raptors|9.790909|0.727273|2.736364|-1.040000|-2.020000|0.740000|away|oklahoma_city_thunder|9.359091|0.695455|1.827273|0.548148|0.185185|1.633333|home
400277772|detroit_pistons|9.811111|0.655556|1.855556|-1.414286|-1.371429|0.500000|away|denver_nuggets|9.616667|0.804167|2.379167|-0.240000|-1.156667|0.936667|home
400277773|phoenix_suns|10.811111|0.700000|1.822222|-0.600000|-0.933333|0.533333|away|charlotte_bobcats|7.045455|0.472727|1.736364|-0.775000|-4.000000|0.037500|home
400277774|washington_wizards|7.391667|0.708333|1.291667|-0.545370|-2.506481|0.299074|away|boston_celtics|10.795000|0.850000|2.790000|0.490909|0.100000|1.300000|home
400277775|indiana_pacers|9.210000|0.775000|1.880000|0.066667|-1.111111|0.788889|away|atlanta_hawks|10.118182|0.863636|2.309091|-0.092593|0.170370|1.207407|home
400277776|brooklyn_nets|11.330000|0.690000|2.420000|-0.174074|-0.844444|0.822222|away|miami_heat|10.315385|0.923077|1.953846|0.766667|1.706061|2.300000|home
400277777|memphis_grizzlies|9.318182|0.881818|1.990909|0.184848|-0.406061|1.160606|away|milwaukee_bucks|9.522727|0.722727|1.936364|0.996667|-1.260000|0.616667|home
400277779|denver_nuggets|9.580000|0.815000|2.565000|-0.237037|-1.200000|0.974074|away|houston_rockets|7.163636|0.736364|1.663636|0.687500|0.587500|0.850000|home
400277780|orlando_magic|7.611111|0.561111|1.872222|0.294444|-0.155556|1.244444|away|minnesota_timberwolves|7.855556|0.611111|1.777778|-0.775000|-1.704167|0.362500|home
400277781|toronto_raptors|9.340000|0.640000|2.350000|-1.111111|-2.544444|0.488889|away|dallas_mavericks|8.420000|0.680000|1.980000|0.170000|-1.556667|0.466667|home
400277782|los_angeles_lakers|10.179167|0.708333|1.937500|-0.027273|-0.603030|1.542424|away|utah_jazz|9.358333|0.691667|1.691667|-0.914815|-1.840741|0.503704|home
400277783|detroit_pistons|9.811111|0.655556|1.855556|-1.414286|-1.371429|0.500000|away|sacramento_kings|9.472727|0.863636|1.818182|0.125926|-0.770370|0.525926|home
400277784|san_antonio_spurs|10.412500|0.745833|2.529167|-0.136364|0.618182|1.527273|away|los_angeles_clippers|9.540909|0.809091|2.209091|0.545455|0.654545|1.563636|home
400277785|cleveland_cavaliers|6.873611|0.573611|1.505556|-1.000000|-3.344048|-0.046429|away|golden_state_warriors|10.820000|0.715000|2.530000|0.419048|0.157143|1.290476|home
400277786|oklahoma_city_thunder|9.359091|0.695455|1.827273|0.548148|0.185185|1.633333|away|chicago_bulls|9.018182|0.645455|1.945455|-0.080000|-0.510000|0.926667|home
400277787|los_angeles_clippers|9.540909|0.809091|2.209091|0.545455|0.654545|1.563636|away|portland_trail_blazers|8.755556|0.738889|1.244444|-0.222917|-2.425000|0.750000|home
400277788|milwaukee_bucks|8.813636|0.704545|2.045455|0.836667|-1.010000|0.816667|away|washington_wizards|7.391667|0.708333|1.291667|-0.545370|-2.506481|0.299074|home
400277789|brooklyn_nets|10.360000|0.640000|2.290000|-0.026667|-0.710000|0.800000|away|orlando_magic|7.611111|0.561111|1.872222|0.294444|-0.155556|1.244444|home
400277790|philadelphia_76ers|8.731818|0.763636|1.604545|-0.153333|-0.870000|0.770000|away|boston_celtics|10.795000|0.850000|2.790000|0.490909|0.100000|1.300000|home
400277791|dallas_mavericks|8.420000|0.680000|1.980000|0.170000|-1.556667|0.466667|away|new_york_knicks|9.794444|1.027778|2.655556|1.025926|1.281481|1.574074|home
400277792|miami_heat|8.892308|0.823077|1.692308|0.693333|1.286667|1.960000|away|atlanta_hawks|10.118182|0.863636|2.309091|-0.092593|0.170370|1.207407|home
400277793|houston_rockets|7.163636|0.736364|1.663636|0.687500|0.587500|0.850000|away|memphis_grizzlies|9.318182|0.881818|1.990909|0.184848|-0.406061|1.160606|home
400277795|detroit_pistons|10.225000|0.675000|2.012500|-1.500000|-0.850000|0.683333|away|oklahoma_city_thunder|9.472727|0.736364|1.854545|0.220833|0.833333|1.854167|home
400277796|indiana_pacers|8.527273|0.722727|1.727273|0.066667|-1.111111|0.788889|away|minnesota_timberwolves|7.855556|0.611111|1.777778|-0.775000|-1.704167|0.362500|home
400277797|cleveland_cavaliers|7.531944|0.665278|1.622222|-0.714286|-2.825000|0.067857|away|phoenix_suns|10.811111|0.700000|1.822222|-0.600000|-0.933333|0.533333|home
400277798|san_antonio_spurs|9.770833|0.666667|2.420833|-0.070000|0.700000|1.570000|away|sacramento_kings|10.036364|0.909091|1.954545|0.183333|-0.713333|0.593333|home
400277799|utah_jazz|9.358333|0.691667|1.691667|-0.914815|-1.840741|0.503704|away|denver_nuggets|9.616667|0.804167|2.379167|-0.240000|-1.156667|0.936667|home
400277800|golden_state_warriors|10.766667|0.683333|2.522222|-0.344444|-0.216667|1.072222|away|los_angeles_lakers|10.740909|0.727273|2.068182|0.220000|-0.233333|1.706667|home
400277801|philadelphia_76ers|8.731818|0.763636|1.604545|-0.153333|-0.870000|0.770000|away|toronto_raptors|9.430000|0.570000|2.180000|-1.422222|-3.133333|0.222222|home
400277802|washington_wizards|7.391667|0.708333|1.291667|-0.545370|-2.506481|0.299074|away|indiana_pacers|8.527273|0.722727|1.727273|0.066667|-1.111111|0.788889|home
400277803|dallas_mavericks|8.420000|0.680000|1.980000|0.170000|-1.556667|0.466667|away|charlotte_bobcats|7.045455|0.472727|1.736364|-0.775000|-4.000000|0.037500|home
400277804|minnesota_timberwolves|7.855556|0.611111|1.777778|-0.775000|-1.704167|0.362500|away|chicago_bulls|9.018182|0.645455|1.945455|-0.080000|-0.510000|0.926667|home
400277805|detroit_pistons|9.811111|0.655556|1.855556|-1.414286|-1.371429|0.500000|away|houston_rockets|7.163636|0.736364|1.663636|0.687500|0.587500|0.850000|home
400277806|boston_celtics|10.795000|0.850000|2.790000|0.490909|0.100000|1.300000|away|milwaukee_bucks|8.813636|0.704545|2.045455|0.836667|-1.010000|0.816667|home
400277807|phoenix_suns|10.811111|0.700000|1.822222|-0.600000|-0.933333|0.533333|away|utah_jazz|9.358333|0.691667|1.691667|-0.914815|-1.840741|0.503704|home
400277808|san_antonio_spurs|9.054167|0.679167|1.987500|-0.070000|0.510000|1.440000|away|portland_trail_blazers|8.755556|0.738889|1.244444|-0.222917|-2.425000|0.750000|home
400277809|denver_nuggets|9.616667|0.804167|2.379167|-0.240000|-1.156667|0.936667|away|golden_state_warriors|10.766667|0.683333|2.522222|-0.344444|-0.216667|1.072222|home
400277810|orlando_magic|7.611111|0.561111|1.872222|0.294444|-0.155556|1.244444|away|brooklyn_nets|10.360000|0.640000|2.290000|-0.026667|-0.710000|0.800000|home
400277811|atlanta_hawks|10.118182|0.863636|2.309091|-0.092593|0.170370|1.207407|away|los_angeles_clippers|9.540909|0.809091|2.209091|0.545455|0.654545|1.563636|home
400277812|miami_heat|10.315385|0.923077|1.953846|0.766667|1.706061|2.300000|away|memphis_grizzlies|9.318182|0.881818|1.990909|0.184848|-0.406061|1.160606|home
400277813|cleveland_cavaliers|7.531944|0.665278|1.622222|-0.714286|-2.825000|0.067857|away|oklahoma_city_thunder|9.472727|0.736364|1.854545|0.220833|0.833333|1.854167|home
400277814|sacramento_kings|10.036364|0.909091|1.954545|0.183333|-0.713333|0.593333|away|los_angeles_lakers|10.740909|0.727273|2.068182|0.220000|-0.233333|1.706667|home
400277815|utah_jazz|9.358333|0.691667|1.691667|-0.914815|-1.840741|0.503704|away|toronto_raptors|9.411111|0.600000|2.255556|-1.422222|-3.133333|0.222222|home
