MatchID|Team1ID|Team1|score_t1|mu_rel_suc_t1|std_rel_suc_t1|med_rel_suc_t1|HAteam01|Team2ID|Team2|score_t2|mu_rel_suc_t2|std_rel_suc_t2|med_rel_suc_t2|HAteam02
345802|366|sunderland|1|4.22875816993|5.05976921123|3.0|home|364|liverpool|1|6.52287581699|12.9811753938|0.0|away
345803|336|stoke_city|1|8.03267973856|12.0382930959|2.0|home|382|manchester_city|1|7.6862745098|9.99703916183|1.0|away
345804|368|everton|2|18.0196078431|16.9676626651|17.0|home|361|newcastle_united|2|5.43790849673|7.05239964293|4.0|away
345805|362|aston_villa|2|2.65359477124|5.26217264386|0.0|home|318|swansea_city|0|3.03921568627|4.34445383488|0.0|away
345806|370|fulham|3|4.52941176471|10.4337679691|0.0|home|383|west_bromwich_albion|0|6.34640522876|7.32737749361|3.0|away
345807|381|norwich_city|0|4.07843137255|4.75206100697|0.0|home|371|west_ham_united|0|2.08496732026|6.93946534304|0.0|away
345808|360|manchester_united|4|13.5490196078|18.3110171403|7.0|home|350|wigan_athletic|0|7.72549019608|9.45870646694|5.0|away
345809|364|liverpool|0|7.67973856209|12.9638278029|3.0|home|359|arsenal|2|3.51633986928|5.57902769326|0.0|away
345810|361|newcastle_united|1|5.66013071895|6.10064113066|4.0|home|362|aston_villa|1|3.03267973856|5.20735816835|0.0|away
345811|383|west_bromwich_albion|2|7.43137254902|7.19546399044|6.0|home|368|everton|0|17.908496732|17.0414180104|17.0|away
345812|371|west_ham_united|3|1.97385620915|6.3120879079|0.0|home|370|fulham|0|4.82352941176|10.3539438017|0.0|away
345813|367|tottenham_hotspur|1|7.6862745098|11.7074751766|0.0|home|381|norwich_city|1|3.90849673203|4.54370134617|0.0|away
345814|382|manchester_city|3|11.0588235294|9.97856218055|11.0|home|334|queens_park_rangers|1|2.35294117647|5.99506396989|0.0|away
345815|350|wigan_athletic|2|7.72549019608|9.45870646694|5.0|home|336|stoke_city|2|9.32679738562|11.9513338142|3.0|away
345816|318|swansea_city|2|3.33333333333|4.66806701679|0.0|home|366|sunderland|2|4.01307189542|5.09772078778|3.0|away
345817|336|stoke_city|0|11.0588235294|12.0588075881|6.0|home|359|arsenal|0|2.92156862745|5.05981142505|0.0|away
345818|362|aston_villa|1|3.50326797386|5.00473525187|1.0|home|368|everton|3|15.091503268|15.1093441534|10.0|away
345819|360|manchester_united|3|14.2026143791|18.2865211538|7.0|home|370|fulham|2|5.96078431373|10.5042054155|2.0|away
345820|364|liverpool|2|8.77777777778|13.2498475622|5.0|home|382|manchester_city|2|12.5816993464|9.95126318325|11.0|away
345821|363|chelsea|2|11.660130719|14.6845538869|6.0|home|361|newcastle_united|0|6.77124183007|6.84038061475|5.0|away
345822|381|norwich_city|1|4.2091503268|4.3486209891|3.0|home|334|queens_park_rangers|1|3.37254901961|6.00313899691|0.0|away
345823|367|tottenham_hotspur|1|8.50326797386|11.4184372081|4.0|home|383|west_bromwich_albion|1|6.17647058824|7.00244368836|4.0|away
345824|318|swansea_city|3|4.22875816993|4.70224078419|2.0|home|371|west_ham_united|0|1.92810457516|6.88571940334|0.0|away
345825|371|west_ham_united|1|2.24836601307|7.35138690908|0.0|home|362|aston_villa|0|3.13071895425|4.60703186665|1.0|away
345826|350|wigan_athletic|0|10.0588235294|9.64414909092|7.0|home|363|chelsea|2|15.8431372549|19.5445252174|8.0|away
345827|383|west_bromwich_albion|3|6.3137254902|6.93524727376|4.0|home|364|liverpool|0|9.96732026144|13.8159793347|6.0|away
