PlayerID_Name|Season|Team|PTS|STL|AST
1034__charlie_bell|'09-'10|MIL|6.500000|0.500000|1.500000
1034__charlie_bell|'10-'11|GS|1.700000|0.300000|0.700000
1035__michael_jordan|'84-'85|CHI|28.200000|2.400000|5.900000
1035__michael_jordan|'85-'86|CHI|22.700000|2.100000|2.900000
1035__michael_jordan|'86-'87|CHI|37.100000|2.900000|4.600000
1035__michael_jordan|'87-'88|CHI|35.000000|3.200000|5.900000
1035__michael_jordan|'88-'89|CHI|32.500000|2.900000|8.000000
1035__michael_jordan|'89-'90|CHI|33.600000|2.800000|6.300000
1035__michael_jordan|'90-'91|CHI|31.500000|2.700000|5.500000
1035__michael_jordan|'91-'92|CHI|30.100000|2.300000|6.100000
1035__michael_jordan|'92-'93|CHI|32.600000|2.800000|5.500000
1035__michael_jordan|'94-'95|CHI|26.900000|1.800000|5.300000
1035__michael_jordan|'95-'96|CHI|30.400000|2.200000|4.300000
1035__michael_jordan|'96-'97|CHI|29.600000|1.700000|4.300000
1035__michael_jordan|'97-'98|CHI|28.700000|1.700000|3.500000
1035__michael_jordan|'01-'02|WSH|22.900000|1.400000|5.200000
1035__michael_jordan|'02-'03|WSH|20.000000|1.500000|3.800000
1036__victor_alexander|'91-'92|GS|7.400000|0.600000|0.400000
1036__victor_alexander|'92-'93|GS|11.200000|0.500000|1.300000
1036__victor_alexander|'93-'94|GS|8.700000|0.400000|1.000000
1036__victor_alexander|'94-'95|GS|10.000000|0.600000|1.200000
1036__victor_alexander|'01-'02|DET|2.700000|0.000000|0.400000
1039__amal_mccaskill|'96-'97|ORL|1.600000|0.200000|0.400000
1039__amal_mccaskill|'01-'02|SA|1.900000|0.200000|0.100000
1039__amal_mccaskill|'02-'03|ATL|1.000000|0.300000|0.500000
1039__amal_mccaskill|'03-'04|PHI|1.900000|0.200000|0.300000
1042__charles_smith|'97-'98|LAC|4.700000|0.400000|0.800000
1042__charles_smith|'97-'98|MIA|0.900000|0.200000|0.200000
1042__charles_smith|'98-'99|LAC|3.700000|0.700000|0.600000
1042__charles_smith|'01-'02|SA|7.400000|0.900000|1.300000
1042__charles_smith|'02-'03|POR|1.700000|0.300000|0.300000
1042__charles_smith|'05-'06|DEN|0.000000|0.000000|0.000000
1042__charles_smith|'05-'06|POR|3.800000|0.200000|0.400000
1043__dean_oliver|'01-'02|GS|2.100000|0.200000|1.100000
1043__dean_oliver|'02-'03|GS|1.500000|0.500000|1.500000
1047__norm_richardson|'01-'02|CHI|3.800000|0.000000|0.100000
1047__norm_richardson|'01-'02|IND|0.000000|0.000000|0.300000
1048__ratko_varda|'01-'02|DET|5.000000|0.000000|0.000000
1051__mike_james|'01-'02|MIA|2.800000|0.400000|1.300000
1051__mike_james|'02-'03|MIA|7.800000|0.800000|3.200000
1051__mike_james|'03-'04|BOS|10.700000|1.300000|4.400000
1051__mike_james|'03-'04|DET|6.300000|1.000000|3.700000
1051__mike_james|'04-'05|HOU|12.400000|0.900000|2.900000
1051__mike_james|'04-'05|MIL|11.400000|0.900000|3.900000
1051__mike_james|'05-'06|TOR|20.300000|0.900000|5.800000
1051__mike_james|'06-'07|MIN|10.100000|0.700000|3.600000
1051__mike_james|'07-'08|NO|2.700000|0.200000|0.300000
1051__mike_james|'07-'08|HOU|6.500000|0.500000|1.600000
1051__mike_james|'08-'09|NO|2.500000|0.300000|1.000000
1051__mike_james|'08-'09|WSH|9.600000|0.800000|3.600000
1051__mike_james|'09-'10|WSH|4.500000|0.800000|1.300000
1051__mike_james|'11-'12|CHI|4.800000|0.400000|2.600000
1051__mike_james|'12-'13|DAL|6.100000|0.600000|3.100000
1051__mike_james|'13-'14|CHI|1.000000|0.200000|1.500000
1054__oscar_torres|'01-'02|HOU|6.000000|0.400000|0.600000
1054__oscar_torres|'02-'03|GS|3.100000|0.200000|0.200000
1055__carlos_arroyo|'01-'02|DEN|4.100000|0.300000|2.500000
1055__carlos_arroyo|'01-'02|TOR|1.800000|0.400000|1.200000
1055__carlos_arroyo|'02-'03|UTAH|2.800000|0.300000|1.200000
1055__carlos_arroyo|'03-'04|UTAH|12.600000|0.900000|5.000000
1055__carlos_arroyo|'04-'05|DET|5.400000|0.600000|3.200000
1055__carlos_arroyo|'04-'05|UTAH|8.200000|0.700000|5.100000
1055__carlos_arroyo|'05-'06|DET|3.200000|0.400000|3.100000
1055__carlos_arroyo|'05-'06|ORL|10.800000|0.700000|2.900000
1055__carlos_arroyo|'06-'07|ORL|7.700000|0.500000|2.800000
1055__carlos_arroyo|'07-'08|ORL|6.900000|0.400000|3.500000
1055__carlos_arroyo|'09-'10|MIA|6.100000|0.500000|3.100000
1055__carlos_arroyo|'10-'11|BOS|2.400000|0.500000|1.700000
1055__carlos_arroyo|'10-'11|MIA|5.600000|0.300000|2.000000
1057__tierre_brown|'01-'02|HOU|3.100000|0.500000|1.800000
1057__tierre_brown|'02-'03|CLE|4.300000|0.900000|2.600000
1057__tierre_brown|'03-'04|NO|2.000000|0.000000|0.700000
1057__tierre_brown|'04-'05|LAL|4.400000|0.400000|2.000000
1058__joseph_crispin|'01-'02|LAL|1.700000|0.200000|0.300000
1058__joseph_crispin|'01-'02|PHX|4.600000|0.300000|1.600000
105__ernest_brown|'01-'02|MIA|1.000000|0.000000|0.000000
1063__paul_shirley|'02-'03|ATL|0.000000|0.000000|0.000000
1063__paul_shirley|'03-'04|CHI|3.000000|0.100000|0.600000
1063__paul_shirley|'04-'05|PHX|1.300000|0.000000|0.300000
106__rick_brunson|'97-'98|POR|4.300000|0.700000|2.600000
106__rick_brunson|'98-'99|NY|1.000000|0.500000|1.100000
106__rick_brunson|'99-'00|NY|1.900000|0.200000|1.300000
106__rick_brunson|'00-'01|BOS|3.700000|1.000000|3.400000
106__rick_brunson|'00-'01|NY|1.300000|0.100000|0.500000
106__rick_brunson|'01-'02|POR|2.100000|0.400000|1.900000
106__rick_brunson|'02-'03|CHI|3.500000|0.600000|2.100000
106__rick_brunson|'03-'04|CHI|3.100000|0.700000|2.200000
106__rick_brunson|'03-'04|TOR|1.300000|0.000000|0.700000
106__rick_brunson|'04-'05|LAC|5.500000|1.000000|5.100000
106__rick_brunson|'05-'06|HOU|1.900000|0.300000|1.400000
106__rick_brunson|'05-'06|SEA|2.500000|0.000000|0.500000
1073__tang_hamilton|'01-'02|MIA|2.200000|0.400000|0.600000
109__mark_bryant|'88-'89|POR|5.000000|0.400000|0.600000
109__mark_bryant|'89-'90|POR|2.900000|0.300000|0.200000
109__mark_bryant|'90-'91|POR|5.100000|0.300000|0.500000
109__mark_bryant|'91-'92|POR|4.100000|0.500000|0.700000
109__mark_bryant|'92-'93|POR|6.000000|0.500000|0.500000
109__mark_bryant|'93-'94|POR|5.600000|0.400000|0.500000
109__mark_bryant|'94-'95|POR|5.000000|0.400000|0.600000
109__mark_bryant|'95-'96|HOU|8.600000|0.400000|0.700000
109__mark_bryant|'96-'97|PHX|9.300000|0.500000|1.100000
109__mark_bryant|'97-'98|PHX|4.200000|0.500000|0.700000
109__mark_bryant|'98-'99|CHI|9.000000|0.800000|1.100000
109__mark_bryant|'99-'00|CLE|5.700000|0.400000|0.800000
