matchid|datetime|year
221226027|2002-12-26 00:00:00|2002
221227001|2002-12-27 00:00:00|2002
221227004|2002-12-27 00:00:00|2002
221227005|2002-12-27 00:00:00|2002
221227009|2002-12-27 00:00:00|2002
221227010|2002-12-27 00:00:00|2002
221227014|2002-12-27 00:00:00|2002
221227017|2002-12-27 00:00:00|2002
221227021|2002-12-27 00:00:00|2002
221227022|2002-12-27 00:00:00|2002
221227029|2002-12-27 00:00:00|2002
221228004|2002-12-28 00:00:00|2002
221228006|2002-12-28 00:00:00|2002
221228007|2002-12-28 00:00:00|2002
221228008|2002-12-28 00:00:00|2002
221228011|2002-12-28 00:00:00|2002
221228011|2002-12-28 00:00:00|2002
221228012|2002-12-28 00:00:00|2002
221228015|2002-12-28 00:00:00|2002
221228019|2002-12-28 00:00:00|2002
221228023|2002-12-28 00:00:00|2002
221228026|2002-12-28 00:00:00|2002
221228027|2002-12-28 00:00:00|2002
221229005|2002-12-29 00:00:00|2002
221229010|2002-12-29 00:00:00|2002
221229013|2002-12-29 00:00:00|2002
221230006|2002-12-30 00:00:00|2002
221230007|2002-12-30 00:00:00|2002
221230007|2002-12-30 00:00:00|2002
221230008|2002-12-30 00:00:00|2002
221230009|2002-12-30 00:00:00|2002
221230014|2002-12-30 00:00:00|2002
221230016|2002-12-30 00:00:00|2002
221230017|2002-12-30 00:00:00|2002
221230018|2002-12-30 00:00:00|2002
221230019|2002-12-30 00:00:00|2002
221230026|2002-12-30 00:00:00|2002
221231002|2002-12-31 00:00:00|2002
221231003|2002-12-31 00:00:00|2002
221231004|2002-12-31 00:00:00|2002
221231010|2002-12-31 00:00:00|2002
221231012|2002-12-31 00:00:00|2002
221231027|2002-12-31 00:00:00|2002
230101001|2003-01-01 00:00:00|2003
230101018|2003-01-01 00:00:00|2003
230102004|2003-01-02 00:00:00|2003
230102006|2003-01-02 00:00:00|2003
230102021|2003-01-02 00:00:00|2003
230103002|2003-01-03 00:00:00|2003
230103003|2003-01-03 00:00:00|2003
230103014|2003-01-03 00:00:00|2003
230103014|2003-01-03 00:00:00|2003
230103015|2003-01-03 00:00:00|2003
230103018|2003-01-03 00:00:00|2003
230103024|2003-01-03 00:00:00|2003
230103025|2003-01-03 00:00:00|2003
230103025|2003-01-03 00:00:00|2003
230103028|2003-01-03 00:00:00|2003
230103029|2003-01-03 00:00:00|2003
230104001|2003-01-04 00:00:00|2003
230104004|2003-01-04 00:00:00|2003
230104006|2003-01-04 00:00:00|2003
230104007|2003-01-04 00:00:00|2003
230104010|2003-01-04 00:00:00|2003
230104016|2003-01-04 00:00:00|2003
230104019|2003-01-04 00:00:00|2003
230104019|2003-01-04 00:00:00|2003
230104021|2003-01-04 00:00:00|2003
230104027|2003-01-04 00:00:00|2003
230105012|2003-01-05 00:00:00|2003
230105013|2003-01-05 00:00:00|2003
230105018|2003-01-05 00:00:00|2003
230105023|2003-01-05 00:00:00|2003
230105028|2003-01-05 00:00:00|2003
230106001|2003-01-06 00:00:00|2003
230106001|2003-01-06 00:00:00|2003
230106002|2003-01-06 00:00:00|2003
230106004|2003-01-06 00:00:00|2003
230106005|2003-01-06 00:00:00|2003
230106006|2003-01-06 00:00:00|2003
230106008|2003-01-06 00:00:00|2003
230106009|2003-01-06 00:00:00|2003
230106019|2003-01-06 00:00:00|2003
230106020|2003-01-06 00:00:00|2003
230106029|2003-01-06 00:00:00|2003
230107010|2003-01-07 00:00:00|2003
230107013|2003-01-07 00:00:00|2003
230107015|2003-01-07 00:00:00|2003
230107022|2003-01-07 00:00:00|2003
230108001|2003-01-08 00:00:00|2003
230108003|2003-01-08 00:00:00|2003
230108007|2003-01-08 00:00:00|2003
230108011|2003-01-08 00:00:00|2003
230108012|2003-01-08 00:00:00|2003
230108016|2003-01-08 00:00:00|2003
230108019|2003-01-08 00:00:00|2003
230108020|2003-01-08 00:00:00|2003
230108025|2003-01-08 00:00:00|2003
230108026|2003-01-08 00:00:00|2003
230108027|2003-01-08 00:00:00|2003
230109017|2003-01-09 00:00:00|2003
230109022|2003-01-09 00:00:00|2003
230110001|2003-01-10 00:00:00|2003
230110003|2003-01-10 00:00:00|2003
230110006|2003-01-10 00:00:00|2003
230110007|2003-01-10 00:00:00|2003
230110013|2003-01-10 00:00:00|2003
230110015|2003-01-10 00:00:00|2003
230110016|2003-01-10 00:00:00|2003
230110019|2003-01-10 00:00:00|2003
230110020|2003-01-10 00:00:00|2003
230110021|2003-01-10 00:00:00|2003
230110025|2003-01-10 00:00:00|2003
230110026|2003-01-10 00:00:00|2003
230110027|2003-01-10 00:00:00|2003
230110028|2003-01-10 00:00:00|2003
230111001|2003-01-11 00:00:00|2003
230111008|2003-01-11 00:00:00|2003
230111010|2003-01-11 00:00:00|2003
230111011|2003-01-11 00:00:00|2003
230111018|2003-01-11 00:00:00|2003
230112012|2003-01-12 00:00:00|2003
230112013|2003-01-12 00:00:00|2003
230112020|2003-01-12 00:00:00|2003
230112021|2003-01-12 00:00:00|2003
230112023|2003-01-12 00:00:00|2003
230112024|2003-01-12 00:00:00|2003
230112025|2003-01-12 00:00:00|2003
230112028|2003-01-12 00:00:00|2003
230113004|2003-01-13 00:00:00|2003
230113009|2003-01-13 00:00:00|2003
230113010|2003-01-13 00:00:00|2003
230113016|2003-01-13 00:00:00|2003
230113019|2003-01-13 00:00:00|2003
230113022|2003-01-13 00:00:00|2003
230114014|2003-01-14 00:00:00|2003
230114015|2003-01-14 00:00:00|2003
230114018|2003-01-14 00:00:00|2003
230114024|2003-01-14 00:00:00|2003
230114027|2003-01-14 00:00:00|2003
230115002|2003-01-15 00:00:00|2003
230115003|2003-01-15 00:00:00|2003
230115007|2003-01-15 00:00:00|2003
230115009|2003-01-15 00:00:00|2003
230115010|2003-01-15 00:00:00|2003
230115011|2003-01-15 00:00:00|2003
230115012|2003-01-15 00:00:00|2003
230115020|2003-01-15 00:00:00|2003
230115022|2003-01-15 00:00:00|2003
230115023|2003-01-15 00:00:00|2003
230115028|2003-01-15 00:00:00|2003
230116026|2003-01-16 00:00:00|2003
230116027|2003-01-16 00:00:00|2003
230117002|2003-01-17 00:00:00|2003
230117003|2003-01-17 00:00:00|2003
230117007|2003-01-17 00:00:00|2003
230117008|2003-01-17 00:00:00|2003
230117009|2003-01-17 00:00:00|2003
230117010|2003-01-17 00:00:00|2003
230117017|2003-01-17 00:00:00|2003
230117020|2003-01-17 00:00:00|2003
230117021|2003-01-17 00:00:00|2003
230117024|2003-01-17 00:00:00|2003
230117025|2003-01-17 00:00:00|2003
230118001|2003-01-18 00:00:00|2003
230118011|2003-01-18 00:00:00|2003
230118012|2003-01-18 00:00:00|2003
230118014|2003-01-18 00:00:00|2003
230118015|2003-01-18 00:00:00|2003
230118022|2003-01-18 00:00:00|2003
230118026|2003-01-18 00:00:00|2003
230118027|2003-01-18 00:00:00|2003
230119025|2003-01-19 00:00:00|2003
230119028|2003-01-19 00:00:00|2003
230120001|2003-01-20 00:00:00|2003
230120003|2003-01-20 00:00:00|2003
230120008|2003-01-20 00:00:00|2003
230120009|2003-01-20 00:00:00|2003
230120013|2003-01-20 00:00:00|2003
230120016|2003-01-20 00:00:00|2003
230120018|2003-01-20 00:00:00|2003
230120020|2003-01-20 00:00:00|2003
230120024|2003-01-20 00:00:00|2003
230120026|2003-01-20 00:00:00|2003
230120027|2003-01-20 00:00:00|2003
230120029|2003-01-20 00:00:00|2003
230121005|2003-01-21 00:00:00|2003
230121006|2003-01-21 00:00:00|2003
230121023|2003-01-21 00:00:00|2003
230122001|2003-01-22 00:00:00|2003
230122002|2003-01-22 00:00:00|2003
230122003|2003-01-22 00:00:00|2003
230122008|2003-01-22 00:00:00|2003
230122011|2003-01-22 00:00:00|2003
230122013|2003-01-22 00:00:00|2003
230122014|2003-01-22 00:00:00|2003
230122016|2003-01-22 00:00:00|2003
230122018|2003-01-22 00:00:00|2003
230122019|2003-01-22 00:00:00|2003
230122024|2003-01-22 00:00:00|2003
230122026|2003-01-22 00:00:00|2003
230123009|2003-01-23 00:00:00|2003
230123020|2003-01-23 00:00:00|2003
230123029|2003-01-23 00:00:00|2003
230124001|2003-01-24 00:00:00|2003
230124002|2003-01-24 00:00:00|2003
230124003|2003-01-24 00:00:00|2003
230124004|2003-01-24 00:00:00|2003
230124010|2003-01-24 00:00:00|2003
230124011|2003-01-24 00:00:00|2003
230124013|2003-01-24 00:00:00|2003
230124016|2003-01-24 00:00:00|2003
230124018|2003-01-24 00:00:00|2003
230124019|2003-01-24 00:00:00|2003
230124026|2003-01-24 00:00:00|2003
230125005|2003-01-25 00:00:00|2003
230125009|2003-01-25 00:00:00|2003
230125014|2003-01-25 00:00:00|2003
230125015|2003-01-25 00:00:00|2003
230125024|2003-01-25 00:00:00|2003
230125027|2003-01-25 00:00:00|2003
230125029|2003-01-25 00:00:00|2003
230126002|2003-01-26 00:00:00|2003
230126004|2003-01-26 00:00:00|2003
230126006|2003-01-26 00:00:00|2003
230126011|2003-01-26 00:00:00|2003
230126018|2003-01-26 00:00:00|2003
230126028|2003-01-26 00:00:00|2003
230127003|2003-01-27 00:00:00|2003
230127005|2003-01-27 00:00:00|2003
230127007|2003-01-27 00:00:00|2003
230127014|2003-01-27 00:00:00|2003
230127016|2003-01-27 00:00:00|2003
230127027|2003-01-27 00:00:00|2003
230127029|2003-01-27 00:00:00|2003
230128008|2003-01-28 00:00:00|2003
230128015|2003-01-28 00:00:00|2003
230128018|2003-01-28 00:00:00|2003
230128022|2003-01-28 00:00:00|2003
230128023|2003-01-28 00:00:00|2003
230128025|2003-01-28 00:00:00|2003
230129003|2003-01-29 00:00:00|2003
230129010|2003-01-29 00:00:00|2003
230129011|2003-01-29 00:00:00|2003
230129012|2003-01-29 00:00:00|2003
230129014|2003-01-29 00:00:00|2003
230129017|2003-01-29 00:00:00|2003
230129019|2003-01-29 00:00:00|2003
230129020|2003-01-29 00:00:00|2003
230129021|2003-01-29 00:00:00|2003
230129026|2003-01-29 00:00:00|2003
230130006|2003-01-30 00:00:00|2003
230130015|2003-01-30 00:00:00|2003
230130025|2003-01-30 00:00:00|2003
230131001|2003-01-31 00:00:00|2003
230131002|2003-01-31 00:00:00|2003
230131010|2003-01-31 00:00:00|2003
230131012|2003-01-31 00:00:00|2003
230131017|2003-01-31 00:00:00|2003
230131019|2003-01-31 00:00:00|2003
230131020|2003-01-31 00:00:00|2003
230131022|2003-01-31 00:00:00|2003
230131023|2003-01-31 00:00:00|2003
230131026|2003-01-31 00:00:00|2003
230131028|2003-01-31 00:00:00|2003
230131029|2003-01-31 00:00:00|2003
230201006|2003-02-01 00:00:00|2003
230201008|2003-02-01 00:00:00|2003
230201011|2003-02-01 00:00:00|2003
230201013|2003-02-01 00:00:00|2003
230201014|2003-02-01 00:00:00|2003
230201015|2003-02-01 00:00:00|2003
230201021|2003-02-01 00:00:00|2003
230201025|2003-02-01 00:00:00|2003
230201027|2003-02-01 00:00:00|2003
230202001|2003-02-02 00:00:00|2003
230202005|2003-02-02 00:00:00|2003
230202007|2003-02-02 00:00:00|2003
230202010|2003-02-02 00:00:00|2003
230202016|2003-02-02 00:00:00|2003
230202028|2003-02-02 00:00:00|2003
230203003|2003-02-03 00:00:00|2003
230203009|2003-02-03 00:00:00|2003
230203014|2003-02-03 00:00:00|2003
230203017|2003-02-03 00:00:00|2003
230203021|2003-02-03 00:00:00|2003
230203026|2003-02-03 00:00:00|2003
230204006|2003-02-04 00:00:00|2003
230204007|2003-02-04 00:00:00|2003
230204011|2003-02-04 00:00:00|2003
230204015|2003-02-04 00:00:00|2003
230204016|2003-02-04 00:00:00|2003
230204018|2003-02-04 00:00:00|2003
230204019|2003-02-04 00:00:00|2003
230204027|2003-02-04 00:00:00|2003
230205002|2003-02-05 00:00:00|2003
230205003|2003-02-05 00:00:00|2003
230205005|2003-02-05 00:00:00|2003
230205008|2003-02-05 00:00:00|2003
230205009|2003-02-05 00:00:00|2003
230205014|2003-02-05 00:00:00|2003
230205020|2003-02-05 00:00:00|2003
230205026|2003-02-05 00:00:00|2003
230206007|2003-02-06 00:00:00|2003
230206015|2003-02-06 00:00:00|2003
230206018|2003-02-06 00:00:00|2003
230209031|2003-02-09 00:00:00|2003
230211001|2003-02-11 00:00:00|2003
230211004|2003-02-11 00:00:00|2003
230211010|2003-02-11 00:00:00|2003
230211011|2003-02-11 00:00:00|2003
230211013|2003-02-11 00:00:00|2003
230211014|2003-02-11 00:00:00|2003
230211016|2003-02-11 00:00:00|2003
230211019|2003-02-11 00:00:00|2003
230211021|2003-02-11 00:00:00|2003
230211022|2003-02-11 00:00:00|2003
230211023|2003-02-11 00:00:00|2003
230211025|2003-02-11 00:00:00|2003
230212003|2003-02-12 00:00:00|2003
230212005|2003-02-12 00:00:00|2003
230212007|2003-02-12 00:00:00|2003
230212012|2003-02-12 00:00:00|2003
230212015|2003-02-12 00:00:00|2003
230212018|2003-02-12 00:00:00|2003
230212020|2003-02-12 00:00:00|2003
230212026|2003-02-12 00:00:00|2003
230212028|2003-02-12 00:00:00|2003
230212029|2003-02-12 00:00:00|2003
230213008|2003-02-13 00:00:00|2003
230213022|2003-02-13 00:00:00|2003
230214010|2003-02-14 00:00:00|2003
230214011|2003-02-14 00:00:00|2003
230214013|2003-02-14 00:00:00|2003
230214015|2003-02-14 00:00:00|2003
230214016|2003-02-14 00:00:00|2003
230214017|2003-02-14 00:00:00|2003
230214020|2003-02-14 00:00:00|2003
230214021|2003-02-14 00:00:00|2003
230214023|2003-02-14 00:00:00|2003
230214026|2003-02-14 00:00:00|2003
230214028|2003-02-14 00:00:00|2003
230214029|2003-02-14 00:00:00|2003
230215004|2003-02-15 00:00:00|2003
230215006|2003-02-15 00:00:00|2003
230215012|2003-02-15 00:00:00|2003
230215022|2003-02-15 00:00:00|2003
230216001|2003-02-16 00:00:00|2003
230216003|2003-02-16 00:00:00|2003
230216005|2003-02-16 00:00:00|2003
230216013|2003-02-16 00:00:00|2003
230216015|2003-02-16 00:00:00|2003
230216016|2003-02-16 00:00:00|2003
230216017|2003-02-16 00:00:00|2003
230216021|2003-02-16 00:00:00|2003
230216023|2003-02-16 00:00:00|2003
230216028|2003-02-16 00:00:00|2003
230217008|2003-02-17 00:00:00|2003
230217022|2003-02-17 00:00:00|2003
230217026|2003-02-17 00:00:00|2003
230218005|2003-02-18 00:00:00|2003
230218006|2003-02-18 00:00:00|2003
230218009|2003-02-18 00:00:00|2003
230218013|2003-02-18 00:00:00|2003
230218017|2003-02-18 00:00:00|2003
230218019|2003-02-18 00:00:00|2003
230218023|2003-02-18 00:00:00|2003
230218024|2003-02-18 00:00:00|2003
230218029|2003-02-18 00:00:00|2003
230219003|2003-02-19 00:00:00|2003
230219004|2003-02-19 00:00:00|2003
230219007|2003-02-19 00:00:00|2003
230219012|2003-02-19 00:00:00|2003
230219021|2003-02-19 00:00:00|2003
230219022|2003-02-19 00:00:00|2003
230219025|2003-02-19 00:00:00|2003
230219026|2003-02-19 00:00:00|2003
230219028|2003-02-19 00:00:00|2003
230220006|2003-02-20 00:00:00|2003
230220017|2003-02-20 00:00:00|2003
230220023|2003-02-20 00:00:00|2003
230221003|2003-02-21 00:00:00|2003
230221005|2003-02-21 00:00:00|2003
230221009|2003-02-21 00:00:00|2003
230221010|2003-02-21 00:00:00|2003
230221013|2003-02-21 00:00:00|2003
230221016|2003-02-21 00:00:00|2003
230221019|2003-02-21 00:00:00|2003
230221025|2003-02-21 00:00:00|2003
230221027|2003-02-21 00:00:00|2003
230221028|2003-02-21 00:00:00|2003
230222008|2003-02-22 00:00:00|2003
230222010|2003-02-22 00:00:00|2003
230222012|2003-02-22 00:00:00|2003
230222014|2003-02-22 00:00:00|2003
230222022|2003-02-22 00:00:00|2003
230222024|2003-02-22 00:00:00|2003
230222026|2003-02-22 00:00:00|2003
230223009|2003-02-23 00:00:00|2003
230223013|2003-02-23 00:00:00|2003
230223016|2003-02-23 00:00:00|2003
230223017|2003-02-23 00:00:00|2003
230223020|2003-02-23 00:00:00|2003
230223023|2003-02-23 00:00:00|2003
230223027|2003-02-23 00:00:00|2003
230224002|2003-02-24 00:00:00|2003
230224004|2003-02-24 00:00:00|2003
230224007|2003-02-24 00:00:00|2003
230224015|2003-02-24 00:00:00|2003
230224025|2003-02-24 00:00:00|2003
230224029|2003-02-24 00:00:00|2003
230225005|2003-02-25 00:00:00|2003
230225011|2003-02-25 00:00:00|2003
230225013|2003-02-25 00:00:00|2003
230225018|2003-02-25 00:00:00|2003
230225019|2003-02-25 00:00:00|2003
230225022|2003-02-25 00:00:00|2003
230225023|2003-02-25 00:00:00|2003
230225024|2003-02-25 00:00:00|2003
230226002|2003-02-26 00:00:00|2003
230226003|2003-02-26 00:00:00|2003
230226004|2003-02-26 00:00:00|2003
230226007|2003-02-26 00:00:00|2003
230226012|2003-02-26 00:00:00|2003
230226015|2003-02-26 00:00:00|2003
230226016|2003-02-26 00:00:00|2003
230226017|2003-02-26 00:00:00|2003
230226020|2003-02-26 00:00:00|2003
230226025|2003-02-26 00:00:00|2003
230227006|2003-02-27 00:00:00|2003
230227013|2003-02-27 00:00:00|2003
230227027|2003-02-27 00:00:00|2003
230228002|2003-02-28 00:00:00|2003
230228004|2003-02-28 00:00:00|2003
230228007|2003-02-28 00:00:00|2003
230228011|2003-02-28 00:00:00|2003
230228016|2003-02-28 00:00:00|2003
230228018|2003-02-28 00:00:00|2003
230228020|2003-02-28 00:00:00|2003
230228022|2003-02-28 00:00:00|2003
230228025|2003-02-28 00:00:00|2003
230228029|2003-02-28 00:00:00|2003
230301006|2003-03-01 00:00:00|2003
230301009|2003-03-01 00:00:00|2003
230301012|2003-03-01 00:00:00|2003
230301021|2003-03-01 00:00:00|2003
230301024|2003-03-01 00:00:00|2003
230301027|2003-03-01 00:00:00|2003
230302005|2003-03-02 00:00:00|2003
230302007|2003-03-02 00:00:00|2003
230302010|2003-03-02 00:00:00|2003
230302014|2003-03-02 00:00:00|2003
230302015|2003-03-02 00:00:00|2003
230302016|2003-03-02 00:00:00|2003
230302017|2003-03-02 00:00:00|2003
230302022|2003-03-02 00:00:00|2003
230302028|2003-03-02 00:00:00|2003
230303004|2003-03-03 00:00:00|2003
230303012|2003-03-03 00:00:00|2003
230303023|2003-03-03 00:00:00|2003
230303029|2003-03-03 00:00:00|2003
230304001|2003-03-04 00:00:00|2003
230304006|2003-03-04 00:00:00|2003
230304008|2003-03-04 00:00:00|2003
230304009|2003-03-04 00:00:00|2003
230304014|2003-03-04 00:00:00|2003
230304018|2003-03-04 00:00:00|2003
230304024|2003-03-04 00:00:00|2003
230304025|2003-03-04 00:00:00|2003
230304027|2003-03-04 00:00:00|2003
230305002|2003-03-05 00:00:00|2003
230305005|2003-03-05 00:00:00|2003
230305013|2003-03-05 00:00:00|2003
230305019|2003-03-05 00:00:00|2003
230305021|2003-03-05 00:00:00|2003
230305023|2003-03-05 00:00:00|2003
230305026|2003-03-05 00:00:00|2003
230305027|2003-03-05 00:00:00|2003
230305028|2003-03-05 00:00:00|2003
230305029|2003-03-05 00:00:00|2003
230306004|2003-03-06 00:00:00|2003
230306022|2003-03-06 00:00:00|2003
230306024|2003-03-06 00:00:00|2003
230307002|2003-03-07 00:00:00|2003
230307003|2003-03-07 00:00:00|2003
230307013|2003-03-07 00:00:00|2003
230307014|2003-03-07 00:00:00|2003
230307019|2003-03-07 00:00:00|2003
230307025|2003-03-07 00:00:00|2003
230307026|2003-03-07 00:00:00|2003
230307027|2003-03-07 00:00:00|2003
230308001|2003-03-08 00:00:00|2003
230308004|2003-03-08 00:00:00|2003
230308005|2003-03-08 00:00:00|2003
230308006|2003-03-08 00:00:00|2003
230308010|2003-03-08 00:00:00|2003
230308014|2003-03-08 00:00:00|2003
230308015|2003-03-08 00:00:00|2003
230308022|2003-03-08 00:00:00|2003
230309002|2003-03-09 00:00:00|2003
230309003|2003-03-09 00:00:00|2003
230309008|2003-03-09 00:00:00|2003
230309013|2003-03-09 00:00:00|2003
230309018|2003-03-09 00:00:00|2003
230309019|2003-03-09 00:00:00|2003
230309021|2003-03-09 00:00:00|2003
230309023|2003-03-09 00:00:00|2003
230309028|2003-03-09 00:00:00|2003
230310001|2003-03-10 00:00:00|2003
230310006|2003-03-10 00:00:00|2003
230310014|2003-03-10 00:00:00|2003
230311004|2003-03-11 00:00:00|2003
230311005|2003-03-11 00:00:00|2003
230311007|2003-03-11 00:00:00|2003
230311009|2003-03-11 00:00:00|2003
230311011|2003-03-11 00:00:00|2003
230311015|2003-03-11 00:00:00|2003
230311018|2003-03-11 00:00:00|2003
230311025|2003-03-11 00:00:00|2003
230312001|2003-03-12 00:00:00|2003
230312002|2003-03-12 00:00:00|2003
230312008|2003-03-12 00:00:00|2003
230312010|2003-03-12 00:00:00|2003
230312016|2003-03-12 00:00:00|2003
230312019|2003-03-12 00:00:00|2003
230312020|2003-03-12 00:00:00|2003
230312022|2003-03-12 00:00:00|2003
230312029|2003-03-12 00:00:00|2003
230313017|2003-03-13 00:00:00|2003
230313021|2003-03-13 00:00:00|2003
230313025|2003-03-13 00:00:00|2003
230314001|2003-03-14 00:00:00|2003
230314008|2003-03-14 00:00:00|2003
230314009|2003-03-14 00:00:00|2003
230314010|2003-03-14 00:00:00|2003
230314011|2003-03-14 00:00:00|2003
230314014|2003-03-14 00:00:00|2003
230314016|2003-03-14 00:00:00|2003
230314020|2003-03-14 00:00:00|2003
230314023|2003-03-14 00:00:00|2003
230314024|2003-03-14 00:00:00|2003
230315008|2003-03-15 00:00:00|2003
230315015|2003-03-15 00:00:00|2003
230315019|2003-03-15 00:00:00|2003
230315025|2003-03-15 00:00:00|2003
230315027|2003-03-15 00:00:00|2003
230316005|2003-03-16 00:00:00|2003
230316007|2003-03-16 00:00:00|2003
230316010|2003-03-16 00:00:00|2003
230316012|2003-03-16 00:00:00|2003
230316016|2003-03-16 00:00:00|2003
230316017|2003-03-16 00:00:00|2003
230316018|2003-03-16 00:00:00|2003
230316023|2003-03-16 00:00:00|2003
230316024|2003-03-16 00:00:00|2003
230316029|2003-03-16 00:00:00|2003
230317011|2003-03-17 00:00:00|2003
230317012|2003-03-17 00:00:00|2003
230317021|2003-03-17 00:00:00|2003
230318002|2003-03-18 00:00:00|2003
230318004|2003-03-18 00:00:00|2003
230318006|2003-03-18 00:00:00|2003
230318014|2003-03-18 00:00:00|2003
230318016|2003-03-18 00:00:00|2003
230318023|2003-03-18 00:00:00|2003
230318024|2003-03-18 00:00:00|2003
230318025|2003-03-18 00:00:00|2003
230318026|2003-03-18 00:00:00|2003
230318027|2003-03-18 00:00:00|2003
230319003|2003-03-19 00:00:00|2003
230319009|2003-03-19 00:00:00|2003
230319011|2003-03-19 00:00:00|2003
230319012|2003-03-19 00:00:00|2003
230319017|2003-03-19 00:00:00|2003
230319019|2003-03-19 00:00:00|2003
230319021|2003-03-19 00:00:00|2003
230319022|2003-03-19 00:00:00|2003
230319028|2003-03-19 00:00:00|2003
230319029|2003-03-19 00:00:00|2003
230320006|2003-03-20 00:00:00|2003
230320008|2003-03-20 00:00:00|2003
230320023|2003-03-20 00:00:00|2003
230321003|2003-03-21 00:00:00|2003
230321009|2003-03-21 00:00:00|2003
230321011|2003-03-21 00:00:00|2003
230321013|2003-03-21 00:00:00|2003
230321014|2003-03-21 00:00:00|2003
230321018|2003-03-21 00:00:00|2003
230321019|2003-03-21 00:00:00|2003
230321020|2003-03-21 00:00:00|2003
230321021|2003-03-21 00:00:00|2003
230321024|2003-03-21 00:00:00|2003
230321025|2003-03-21 00:00:00|2003
230322001|2003-03-22 00:00:00|2003
230322004|2003-03-22 00:00:00|2003
230322006|2003-03-22 00:00:00|2003
230322007|2003-03-22 00:00:00|2003
230322015|2003-03-22 00:00:00|2003
230322017|2003-03-22 00:00:00|2003
230322022|2003-03-22 00:00:00|2003
230322026|2003-03-22 00:00:00|2003
230323005|2003-03-23 00:00:00|2003
230323008|2003-03-23 00:00:00|2003
230323009|2003-03-23 00:00:00|2003
230323014|2003-03-23 00:00:00|2003
230323023|2003-03-23 00:00:00|2003
230323024|2003-03-23 00:00:00|2003
230323028|2003-03-23 00:00:00|2003
230324007|2003-03-24 00:00:00|2003
230324012|2003-03-24 00:00:00|2003
230324018|2003-03-24 00:00:00|2003
230324019|2003-03-24 00:00:00|2003
230324021|2003-03-24 00:00:00|2003
230324026|2003-03-24 00:00:00|2003
230325001|2003-03-25 00:00:00|2003
230325005|2003-03-25 00:00:00|2003
230325016|2003-03-25 00:00:00|2003
230325022|2003-03-25 00:00:00|2003
230325024|2003-03-25 00:00:00|2003
230326002|2003-03-26 00:00:00|2003
230326003|2003-03-26 00:00:00|2003
230326004|2003-03-26 00:00:00|2003
230326007|2003-03-26 00:00:00|2003
230326008|2003-03-26 00:00:00|2003
230326010|2003-03-26 00:00:00|2003
230326011|2003-03-26 00:00:00|2003
230326012|2003-03-26 00:00:00|2003
230326017|2003-03-26 00:00:00|2003
230326025|2003-03-26 00:00:00|2003
230326026|2003-03-26 00:00:00|2003
230326028|2003-03-26 00:00:00|2003
230326029|2003-03-26 00:00:00|2003
230327019|2003-03-27 00:00:00|2003
230327023|2003-03-27 00:00:00|2003
230327024|2003-03-27 00:00:00|2003
230328002|2003-03-28 00:00:00|2003
230328008|2003-03-28 00:00:00|2003
230328011|2003-03-28 00:00:00|2003
230328013|2003-03-28 00:00:00|2003
230328014|2003-03-28 00:00:00|2003
230328018|2003-03-28 00:00:00|2003
230328020|2003-03-28 00:00:00|2003
230328022|2003-03-28 00:00:00|2003
230328025|2003-03-28 00:00:00|2003
230328026|2003-03-28 00:00:00|2003
230328028|2003-03-28 00:00:00|2003
230329001|2003-03-29 00:00:00|2003
230329004|2003-03-29 00:00:00|2003
230329005|2003-03-29 00:00:00|2003
230329010|2003-03-29 00:00:00|2003
230329017|2003-03-29 00:00:00|2003
230329024|2003-03-29 00:00:00|2003
230330003|2003-03-30 00:00:00|2003
230330007|2003-03-30 00:00:00|2003
230330008|2003-03-30 00:00:00|2003
230330011|2003-03-30 00:00:00|2003
230330012|2003-03-30 00:00:00|2003
230330015|2003-03-30 00:00:00|2003
230330016|2003-03-30 00:00:00|2003
230330025|2003-03-30 00:00:00|2003
230330028|2003-03-30 00:00:00|2003
230331013|2003-03-31 00:00:00|2003
230331014|2003-03-31 00:00:00|2003
230331017|2003-03-31 00:00:00|2003
230331019|2003-03-31 00:00:00|2003
230401004|2003-04-01 00:00:00|2003
230401006|2003-04-01 00:00:00|2003
230401011|2003-04-01 00:00:00|2003
230401012|2003-04-01 00:00:00|2003
230401021|2003-04-01 00:00:00|2003
230401022|2003-04-01 00:00:00|2003
230401024|2003-04-01 00:00:00|2003
230401028|2003-04-01 00:00:00|2003
230402002|2003-04-02 00:00:00|2003
230402003|2003-04-02 00:00:00|2003
230402005|2003-04-02 00:00:00|2003
230402007|2003-04-02 00:00:00|2003
230402008|2003-04-02 00:00:00|2003
230402015|2003-04-02 00:00:00|2003
230402016|2003-04-02 00:00:00|2003
230402020|2003-04-02 00:00:00|2003
230402027|2003-04-02 00:00:00|2003
230402029|2003-04-02 00:00:00|2003
230403001|2003-04-03 00:00:00|2003
230403006|2003-04-03 00:00:00|2003
230403022|2003-04-03 00:00:00|2003
230404002|2003-04-04 00:00:00|2003
230404008|2003-04-04 00:00:00|2003
230404009|2003-04-04 00:00:00|2003
230404015|2003-04-04 00:00:00|2003
230404017|2003-04-04 00:00:00|2003
230404020|2003-04-04 00:00:00|2003
230404025|2003-04-04 00:00:00|2003
230404026|2003-04-04 00:00:00|2003
230404028|2003-04-04 00:00:00|2003
230404029|2003-04-04 00:00:00|2003
230405001|2003-04-05 00:00:00|2003
230405004|2003-04-05 00:00:00|2003
230405005|2003-04-05 00:00:00|2003
