MatchID|Team1|InningsNumteam1|runrate_t1|score_t1|mean_sr_t1_bin_1|median_sr_t1_bin_1|mean_er_t1_bin_1|median_er_t1_bin_1|Team2|InningsNumteam2|runrate_t2|score_t2|mean_sr_t2_bin_1|median_sr_t2_bin_1|mean_er_t2_bin_1|median_er_t2_bin_1|Won_By|Winning_type
548370|Mumbai_Indians|2|5.630000|108.000000|106.190476|133.333333|9.094035|8.181818|Kolkata_Knight_Riders|1|7.000000|140.000000|107.207881|103.733032|6.962500|6.962500|Kolkata_Knight_Riders|32_runs
548369|Delhi_Daredevils|2|7.360000|140.000000|134.388975|129.007634|7.625000|7.625000|Kings_XI_Punjab|1|6.800000|136.000000|76.924764|92.631579|7.283784|7.283784|Delhi_Daredevils|5_wickets_(with_6_balls_remaining)
548368|Kolkata_Knight_Riders|1|7.900000|158.000000|127.388286|119.230769|7.800000|7.800000|Chennai_Super_Kings|2|8.000000|160.000000|102.844489|116.666667|4.750000|4.500000|Chennai_Super_Kings|5_wickets_(with_0_balls_remaining)
548367|Royal_Challengers_Bangalore|1|8.550000|171.000000|120.416667|128.653846|7.823387|6.800000|Mumbai_Indians|2|8.790000|173.000000|106.190476|133.333333|9.094035|8.181818|Mumbai_Indians|5_wickets_(with_2_balls_remaining)
548366|Kings_XI_Punjab|2|9.700000|194.000000|69.233018|85.263158|7.283784|7.283784|Deccan_Chargers|1|9.500000|190.000000|100.659733|116.964286|nan|nan|Kings_XI_Punjab|4_wickets_(with_0_balls_remaining)
548365|Rajasthan_Royals|1|8.500000|170.000000|146.644340|146.428571|7.566288|6.636364|Pune_Warriors|2|6.250000|125.000000|81.770281|81.656504|6.750000|6.750000|Rajasthan_Royals|45_runs
548364|Chennai_Super_Kings|2|7.500000|115.000000|102.844489|116.666667|4.750000|4.500000|Delhi_Daredevils|1|5.700000|114.000000|121.583463|121.583463|7.625000|7.625000|Chennai_Super_Kings|9_wickets_(with_28_balls_remaining)
548363|Kolkata_Knight_Riders|2|7.750000|155.000000|96.866516|103.733032|7.704167|7.800000|Mumbai_Indians|1|9.100000|182.000000|106.190476|133.333333|9.094035|8.181818|Mumbai_Indians|27_runs
548362|Pune_Warriors|2|6.900000|138.000000|65.548780|79.166667|8.000000|8.000000|Royal_Challengers_Bangalore|1|8.650000|173.000000|120.416667|128.653846|7.823387|6.800000|Royal_Challengers_Bangalore|35_runs
548361|Rajasthan_Royals|1|6.300000|126.000000|146.644340|146.428571|7.566288|6.636364|Chennai_Super_Kings|2|6.990000|127.000000|102.844489|116.666667|4.750000|4.500000|Chennai_Super_Kings|4_wickets_(with_11_balls_remaining)
548329|Deccan_Chargers|1|9.350000|187.000000|103.239651|113.559322|5.333333|5.333333|Delhi_Daredevils|2|11.580000|193.000000|107.492423|114.159292|8.229167|8.229167|Delhi_Daredevils|9_wickets_(with_20_balls_remaining)
548360|Mumbai_Indians|1|7.050000|141.000000|132.738095|133.333333|9.374035|8.181818|Royal_Challengers_Bangalore|2|7.880000|142.000000|120.416667|128.653846|7.823387|6.800000|Royal_Challengers_Bangalore|9_wickets_(with_12_balls_remaining)
548359|Deccan_Chargers|2|7.250000|145.000000|111.003977|121.428571|9.646018|9.646018|Kings_XI_Punjab|1|8.500000|170.000000|76.924764|92.631579|7.283784|7.283784|Kings_XI_Punjab|25_runs
548358|Pune_Warriors|1|6.250000|125.000000|88.976400|81.656504|7.375000|8.000000|Rajasthan_Royals|2|7.710000|126.000000|146.644340|146.428571|7.566288|6.636364|Rajasthan_Royals|7_wickets_(with_22_balls_remaining)
548357|Delhi_Daredevils|1|7.650000|153.000000|134.388975|129.007634|7.625000|7.625000|Kolkata_Knight_Riders|2|8.250000|154.000000|128.874548|126.282051|8.493750|8.493750|Kolkata_Knight_Riders|6_wickets_(with_8_balls_remaining)
548356|Royal_Challengers_Bangalore|2|9.820000|185.000000|143.888889|140.000000|6.640741|6.640741|Deccan_Chargers|1|9.050000|181.000000|100.659733|116.964286|nan|nan|Royal_Challengers_Bangalore|5_wickets_(with_7_balls_remaining)
548355|Mumbai_Indians|2|8.700000|174.000000|101.825397|106.666667|9.090977|8.181818|Chennai_Super_Kings|1|8.650000|173.000000|105.073110|116.441441|4.750000|4.500000|Mumbai_Indians|2_wickets_(with_0_balls_remaining)
548354|Kings_XI_Punjab|2|6.700000|134.000000|69.233018|85.263158|7.283784|7.283784|Rajasthan_Royals|1|8.850000|177.000000|146.644340|146.428571|7.566288|6.636364|Rajasthan_Royals|43_runs
548353|Kolkata_Knight_Riders|1|7.500000|150.000000|127.388286|119.230769|7.800000|7.800000|Pune_Warriors|2|7.150000|143.000000|88.976400|81.656504|8.312500|8.312500|Kolkata_Knight_Riders|7_runs
548352|Chennai_Super_Kings|1|8.000000|160.000000|105.073110|116.441441|4.750000|4.500000|Deccan_Chargers|2|7.500000|150.000000|100.659733|116.964286|nan|nan|Chennai_Super_Kings|10_runs
548351|Pune_Warriors|2|5.950000|119.000000|101.793429|107.290562|7.375000|8.000000|Mumbai_Indians|1|6.000000|120.000000|98.353175|96.250000|9.386432|8.600000|Mumbai_Indians|1_run
548350|Royal_Challengers_Bangalore|1|7.900000|158.000000|102.435897|117.307692|8.335080|8.335080|Kings_XI_Punjab|2|8.210000|163.000000|69.233018|85.263158|7.283784|7.283784|Kings_XI_Punjab|4_wickets_(with_1_ball_remaining)
548349|Rajasthan_Royals|1|7.050000|141.000000|155.141172|147.619048|6.187500|6.187500|Delhi_Daredevils|2|9.390000|144.000000|146.335878|150.000000|8.062500|8.062500|Delhi_Daredevils|6_wickets_(with_28_balls_remaining)
548348|Deccan_Chargers|1|9.300000|186.000000|103.239651|113.559322|5.333333|5.333333|Pune_Warriors|2|8.650000|173.000000|94.784734|93.273171|6.406250|6.750000|Deccan_Chargers|13_runs
548347|Chennai_Super_Kings|1|6.950000|139.000000|102.754399|116.216216|4.750000|4.500000|Kolkata_Knight_Riders|2|7.110000|140.000000|128.874548|126.282051|8.493750|8.493750|Kolkata_Knight_Riders|5_wickets_(with_2_balls_remaining)
548346|Mumbai_Indians|2|5.550000|101.000000|95.523810|80.000000|9.242504|8.383333|Deccan_Chargers|1|5.350000|100.000000|98.235610|113.029661|5.333333|5.333333|Mumbai_Indians|5_wickets_(with_11_balls_remaining)
548345|Delhi_Daredevils|1|7.600000|152.000000|146.335878|150.000000|8.062500|8.062500|Rajasthan_Royals|2|7.550000|151.000000|146.428571|146.428571|nan|nan|Delhi_Daredevils|1_run
548344|Kolkata_Knight_Riders|1|9.500000|190.000000|128.874548|126.282051|8.493750|8.493750|Royal_Challengers_Bangalore|2|7.150000|143.000000|120.416667|128.653846|7.823387|6.800000|Kolkata_Knight_Riders|47_runs
548343|Chennai_Super_Kings|2|7.450000|149.000000|96.739777|101.441441|5.562500|6.000000|Kings_XI_Punjab|1|7.800000|156.000000|76.924764|92.631579|7.283784|7.283784|Kings_XI_Punjab|7_runs
548342|Delhi_Daredevils|1|10.350000|207.000000|146.335878|150.000000|8.062500|8.062500|Mumbai_Indians|2|8.500000|170.000000|119.404762|106.666667|9.213756|7.302511|Delhi_Daredevils|37_runs
548341|Pune_Warriors|2|7.950000|159.000000|87.578614|93.273171|5.666667|5.500000|Deccan_Chargers|1|8.850000|177.000000|111.429868|117.493947|7.489676|7.489676|Deccan_Chargers|18_runs
548337|Pune_Warriors|1|7.300000|146.000000|85.254476|88.624895|6.750000|6.750000|Delhi_Daredevils|2|9.250000|148.000000|146.335878|150.000000|8.062500|8.062500|Delhi_Daredevils|8_wickets_(with_24_balls_remaining)
548336|Rajasthan_Royals|2|7.150000|143.000000|146.428571|146.428571|nan|nan|Royal_Challengers_Bangalore|1|9.450000|189.000000|120.416667|128.653846|7.823387|6.800000|Royal_Challengers_Bangalore|46_runs
548335|Deccan_Chargers|1|6.300000|126.000000|103.239651|113.559322|5.333333|5.333333|Kolkata_Knight_Riders|2|6.680000|127.000000|128.874548|126.282051|8.493750|8.493750|Kolkata_Knight_Riders|5_wickets_(with_6_balls_remaining)
548334|Mumbai_Indians|1|8.150000|163.000000|115.029762|122.916667|10.220000|10.000000|Kings_XI_Punjab|2|8.410000|164.000000|76.924764|92.631579|7.283784|7.283784|Kings_XI_Punjab|6_wickets_(with_3_balls_remaining)
548333|Delhi_Daredevils|2|8.600000|172.000000|146.335878|150.000000|8.062500|8.062500|Pune_Warriors|1|9.600000|192.000000|81.770281|81.656504|6.750000|6.750000|Pune_Warriors|20_runs
548332|Chennai_Super_Kings|2|7.350000|147.000000|96.739777|101.441441|5.925000|7.375000|Rajasthan_Royals|1|7.300000|146.000000|146.428571|146.428571|nan|nan|Chennai_Super_Kings|7_wickets_(with_0_balls_remaining)
548331|Kings_XI_Punjab|1|8.150000|163.000000|76.924764|92.631579|7.283784|7.283784|Royal_Challengers_Bangalore|2|8.510000|166.000000|102.435897|117.307692|8.335080|8.335080|Royal_Challengers_Bangalore|5_wickets_(with_3_balls_remaining)
548330|Chennai_Super_Kings|1|8.200000|164.000000|96.739777|101.441441|5.925000|7.375000|Pune_Warriors|2|7.550000|151.000000|85.896225|84.146341|5.666667|5.500000|Chennai_Super_Kings|13_runs
548321|Delhi_Daredevils|2|8.450000|162.000000|146.335878|150.000000|8.062500|8.062500|Deccan_Chargers|1|7.850000|157.000000|98.692420|113.029661|5.333333|5.333333|Delhi_Daredevils|5_wickets_(with_5_balls_remaining)
548328|Kings_XI_Punjab|1|6.200000|124.000000|69.233018|85.263158|7.283784|7.283784|Kolkata_Knight_Riders|2|7.690000|127.000000|128.874548|126.282051|8.493750|8.493750|Kolkata_Knight_Riders|8_wickets_(with_21_balls_remaining)
548327|Royal_Challengers_Bangalore|2|9.300000|186.000000|120.416667|128.653846|7.823387|6.800000|Pune_Warriors|1|9.100000|182.000000|85.896225|84.146341|5.666667|5.500000|Royal_Challengers_Bangalore|6_wickets_(with_0_balls_remaining)
548326|Rajasthan_Royals|2|10.010000|197.000000|138.003663|145.238095|6.636364|6.636364|Deccan_Chargers|1|9.800000|196.000000|94.089894|113.559322|5.333333|5.333333|Rajasthan_Royals|5_wickets_(with_2_balls_remaining)
548325|Mumbai_Indians|1|4.750000|92.000000|115.873016|133.333333|10.283333|8.600000|Delhi_Daredevils|2|6.260000|93.000000|146.335878|150.000000|8.062500|8.062500|Delhi_Daredevils|7_wickets_(with_31_balls_remaining)
548324|Royal_Challengers_Bangalore|2|6.850000|136.000000|102.435897|117.307692|8.335080|8.335080|Rajasthan_Royals|1|9.750000|195.000000|138.003663|145.238095|6.636364|6.636364|Rajasthan_Royals|59_runs
548323|Kolkata_Knight_Riders|2|6.600000|132.000000|84.710910|88.235294|6.962500|6.962500|Kings_XI_Punjab|1|6.700000|134.000000|69.233018|85.263158|7.283784|7.283784|Kings_XI_Punjab|2_runs
548322|Pune_Warriors|2|8.060000|156.000000|85.896225|84.146341|5.666667|5.500000|Chennai_Super_Kings|1|7.750000|155.000000|99.586475|116.216216|5.562500|6.000000|Pune_Warriors|7_wickets_(with_4_balls_remaining)
548320|Kolkata_Knight_Riders|2|7.080000|137.000000|84.710910|88.235294|6.962500|6.962500|Rajasthan_Royals|1|6.550000|131.000000|138.003663|145.238095|6.636364|6.636364|Kolkata_Knight_Riders|5_wickets_(with_4_balls_remaining)
548319|Kings_XI_Punjab|2|6.560000|116.000000|69.233018|85.263158|7.283784|7.283784|Pune_Warriors|1|6.050000|115.000000|85.896225|84.146341|5.666667|5.500000|Kings_XI_Punjab|7_wickets_(with_14_balls_remaining)
548318|Chennai_Super_Kings|2|10.400000|208.000000|105.073110|116.441441|5.406250|5.937500|Royal_Challengers_Bangalore|1|10.250000|205.000000|102.435897|117.307692|8.335080|8.335080|Chennai_Super_Kings|5_wickets_(with_0_balls_remaining)
548317|Mumbai_Indians|1|9.850000|197.000000|99.404762|91.666667|9.457671|8.600000|Rajasthan_Royals|2|8.640000|170.000000|138.003663|145.238095|6.636364|6.636364|Mumbai_Indians|27_runs
548316|Delhi_Daredevils|2|8.320000|111.000000|139.503817|139.503817|8.062500|8.062500|Chennai_Super_Kings|1|5.500000|110.000000|105.073110|116.441441|5.406250|5.937500|Delhi_Daredevils|8_wickets_(with_40_balls_remaining)
548315|Royal_Challengers_Bangalore|2|6.150000|123.000000|102.435897|117.307692|8.335080|8.335080|Kolkata_Knight_Riders|1|8.250000|165.000000|96.866516|103.733032|7.704167|7.800000|Kolkata_Knight_Riders|42_runs
548314|Deccan_Chargers|1|6.900000|138.000000|100.659733|116.964286|nan|nan|Mumbai_Indians|2|7.100000|142.000000|99.404762|91.666667|9.457671|8.600000|Mumbai_Indians|5_wickets_(with_0_balls_remaining)
548313|Pune_Warriors|1|8.300000|166.000000|87.578614|93.273171|5.666667|5.500000|Kings_XI_Punjab|2|7.200000|144.000000|50.964912|50.964912|7.283784|7.283784|Pune_Warriors|22_runs
548312|Rajasthan_Royals|1|8.200000|164.000000|138.003663|145.238095|6.636364|6.636364|Kolkata_Knight_Riders|2|7.100000|142.000000|128.874548|126.282051|8.493750|8.493750|Rajasthan_Royals|22_runs
548311|Deccan_Chargers|2|6.930000|119.000000|93.127706|112.500000|nan|nan|Chennai_Super_Kings|1|9.650000|193.000000|105.073110|116.441441|5.406250|5.937500|Chennai_Super_Kings|74_runs
548310|Royal_Challengers_Bangalore|1|7.850000|157.000000|102.435897|117.307692|8.335080|8.335080|Delhi_Daredevils|2|6.850000|137.000000|144.680851|144.680851|7.212500|7.212500|Royal_Challengers_Bangalore|20_runs
548309|Rajasthan_Royals|1|9.550000|191.000000|138.003663|145.238095|6.636364|6.636364|Kings_XI_Punjab|2|8.000000|160.000000|69.233018|85.263158|7.283784|7.283784|Rajasthan_Royals|31_runs
548308|Mumbai_Indians|2|5.050000|101.000000|99.404762|91.666667|9.457671|8.600000|Pune_Warriors|1|6.450000|129.000000|94.784734|93.273171|6.708333|8.000000|Pune_Warriors|28_runs
548307|Kolkata_Knight_Riders|1|8.080000|97.000000|128.874548|126.282051|8.493750|8.493750|Delhi_Daredevils|2|8.950000|100.000000|144.680851|144.680851|7.625000|7.625000|Delhi_Daredevils|8_wickets_(with_5_balls_remaining)
548306|Chennai_Super_Kings|1|5.640000|112.000000|105.073110|116.441441|5.406250|5.937500|Mumbai_Indians|2|6.830000|115.000000|132.539683|133.333333|9.672089|8.219178|Mumbai_Indians|8_wickets_(with_19_balls_remaining)
