MatchID|Year|Team1|score1|Team2|score2
320831115|2012|philadelphia_phillies|8|atlanta_braves|5
320831116|2012|san_francisco_giants|4|chicago_cubs|6
320831118|2012|cincinnati_reds|9|houston_astros|3
320831119|2012|arizona_diamondbacks|4|los_angeles_dodgers|3
320831120|2012|st._louis_cardinals|0|washington_nationals|10
320831127|2012|san_diego_padres|5|colorado_rockies|4
320831128|2012|new_york_mets|3|miami_marlins|0
320831307|2012|minnesota_twins||kansas_city_royals|
320901105|2012|texas_rangers|3|cleveland_indians|4
320901106|2012|chicago_white_sox|1|detroit_tigers|5
320901108|2012|pittsburgh_pirates|2|milwaukee_brewers|3
320901110|2012|baltimore_orioles|3|new_york_yankees|4
320901111|2012|boston_red_sox|1|oakland_athletics|7
320901112|2012|los_angeles_angels|5|seattle_mariners|2
320901114|2012|tampa_bay_rays|5|toronto_blue_jays|4
320901115|2012|philadelphia_phillies|5|atlanta_braves|1
320901116|2012|san_francisco_giants|5|chicago_cubs|2
320901118|2012|cincinnati_reds|1|houston_astros|2
320901119|2012|arizona_diamondbacks|1|los_angeles_dodgers|2
320901120|2012|st._louis_cardinals|10|washington_nationals|9
320901127|2012|san_diego_padres|1|colorado_rockies|9
320901128|2012|new_york_mets|5|miami_marlins|3
320901207|2012|minnesota_twins|3|kansas_city_royals|1
320901307|2012|minnesota_twins|8|kansas_city_royals|7
320902105|2012|texas_rangers|8|cleveland_indians|3
320902106|2012|chicago_white_sox|2|detroit_tigers|4
320902107|2012|minnesota_twins|4|kansas_city_royals|6
320902108|2012|pittsburgh_pirates|8|milwaukee_brewers|12
320902110|2012|baltimore_orioles|8|new_york_yankees|3
320902111|2012|boston_red_sox|2|oakland_athletics|6
320902112|2012|los_angeles_angels|1|seattle_mariners|2
320902114|2012|tampa_bay_rays|9|toronto_blue_jays|4
320902115|2012|philadelphia_phillies|7|atlanta_braves|8
320902116|2012|san_francisco_giants|7|chicago_cubs|5
320902118|2012|cincinnati_reds|5|houston_astros|3
320902119|2012|arizona_diamondbacks|4|los_angeles_dodgers|5
320902120|2012|st._louis_cardinals|3|washington_nationals|4
320902127|2012|san_diego_padres|10|colorado_rockies|11
320902128|2012|new_york_mets|5|miami_marlins|1
320903104|2012|minnesota_twins|2|chicago_white_sox|4
320903106|2012|cleveland_indians|3|detroit_tigers|2
320903107|2012|texas_rangers|8|kansas_city_royals|4
320903111|2012|los_angeles_angels|8|oakland_athletics|3
320903112|2012|boston_red_sox|1|seattle_mariners|4
320903114|2012|baltimore_orioles|4|toronto_blue_jays|0
320903115|2012|colorado_rockies|1|atlanta_braves|6
320903117|2012|philadelphia_phillies|4|cincinnati_reds|2
320903119|2012|san_diego_padres|3|los_angeles_dodgers|4
320903120|2012|chicago_cubs|1|washington_nationals|2
320903123|2012|houston_astros|5|pittsburgh_pirates|1
320903124|2012|new_york_mets|4|st._louis_cardinals|5
320903126|2012|arizona_diamondbacks|8|san_francisco_giants|9
320903128|2012|milwaukee_brewers|3|miami_marlins|7
320903130|2012|new_york_yankees|3|tampa_bay_rays|4
320904104|2012|minnesota_twins|18|chicago_white_sox|9
320904106|2012|cleveland_indians|3|detroit_tigers|2
320904107|2012|texas_rangers|3|kansas_city_royals|6
320904111|2012|los_angeles_angels|6|oakland_athletics|1
320904112|2012|boston_red_sox|4|seattle_mariners|3
320904114|2012|baltimore_orioles|12|toronto_blue_jays|0
320904115|2012|colorado_rockies|6|atlanta_braves|0
320904117|2012|philadelphia_phillies|1|cincinnati_reds|2
320904119|2012|san_diego_padres|6|los_angeles_dodgers|3
320904120|2012|chicago_cubs|5|washington_nationals|11
320904123|2012|houston_astros|2|pittsburgh_pirates|6
320904124|2012|new_york_mets|1|st._louis_cardinals|5
320904126|2012|arizona_diamondbacks|8|san_francisco_giants|6
320904128|2012|milwaukee_brewers|8|miami_marlins|4
320904130|2012|new_york_yankees|2|tampa_bay_rays|5
320905104|2012|minnesota_twins|2|chicago_white_sox|6
320905106|2012|cleveland_indians|1|detroit_tigers|7
320905107|2012|texas_rangers|7|kansas_city_royals|6
320905111|2012|los_angeles_angels|7|oakland_athletics|1
320905112|2012|boston_red_sox|1|seattle_mariners|2
320905114|2012|baltimore_orioles|4|toronto_blue_jays|6
320905115|2012|colorado_rockies|0|atlanta_braves|1
320905117|2012|philadelphia_phillies|6|cincinnati_reds|2
