PlayerID_Name|Year|ERA|WHIP|WAR
2131__randy_johnson|1998|1.280000|0.980000|4.200000
2131__randy_johnson|1998|3.280000|1.180000|5.400000
2131__randy_johnson|1999|2.480000|1.020000|8.800000
2131__randy_johnson|2000|2.640000|1.120000|7.800000
2131__randy_johnson|2001|2.490000|1.010000|9.800000
2131__randy_johnson|2002|2.320000|1.030000|10.400000
2131__randy_johnson|2003|4.260000|1.330000|1.500000
2131__randy_johnson|2004|2.600000|0.900000|8.100000
2131__randy_johnson|2005|3.790000|1.130000|5.500000
2131__randy_johnson|2006|5.000000|1.240000|1.400000
2131__randy_johnson|2007|3.810000|1.150000|1.300000
2131__randy_johnson|2008|3.910000|1.240000|3.000000
2131__randy_johnson|2009|4.880000|1.330000|0.200000
2177__kevin_appier|1989|9.140000|2.120000|-0.800000
2177__kevin_appier|1990|2.760000|1.250000|5.200000
2177__kevin_appier|1991|3.420000|1.280000|3.100000
2177__kevin_appier|1992|2.460000|1.130000|7.700000
2177__kevin_appier|1993|2.560000|1.110000|9.000000
2177__kevin_appier|1994|3.830000|1.290000|4.300000
2177__kevin_appier|1995|3.890000|1.210000|4.300000
2177__kevin_appier|1996|3.620000|1.260000|5.600000
2177__kevin_appier|1997|3.400000|1.230000|5.300000
2177__kevin_appier|1998|7.800000|1.730000|-0.200000
2177__kevin_appier|1999|4.870000|1.450000|1.400000
2177__kevin_appier|1999|5.770000|1.600000|-0.300000
2177__kevin_appier|1999|5.170000|1.500000|1.100000
2177__kevin_appier|2000|4.520000|1.550000|2.600000
2177__kevin_appier|2001|3.570000|1.190000|3.300000
2177__kevin_appier|2002|3.920000|1.350000|1.600000
2177__kevin_appier|2003|5.630000|1.520000|-0.300000
2177__kevin_appier|2003|4.260000|1.160000|0.500000
2177__kevin_appier|2003|5.400000|1.460000|0.200000
2177__kevin_appier|2004|13.500000|2.500000|-0.400000
2207__wilson_alvarez|1989|inf|inf|0.000000
2207__wilson_alvarez|1991|3.510000|1.350000|0.400000
2207__wilson_alvarez|1992|5.200000|1.670000|-1.500000
2207__wilson_alvarez|1993|2.950000|1.400000|4.700000
2207__wilson_alvarez|1994|3.450000|1.290000|3.400000
2207__wilson_alvarez|1995|4.320000|1.510000|1.800000
2207__wilson_alvarez|1996|4.220000|1.440000|4.100000
2207__wilson_alvarez|1997|3.030000|1.240000|3.200000
2207__wilson_alvarez|1997|4.480000|1.360000|0.100000
2207__wilson_alvarez|1997|3.480000|1.280000|3.300000
2207__wilson_alvarez|1998|4.730000|1.390000|1.100000
2207__wilson_alvarez|1999|4.220000|1.490000|2.500000
2207__wilson_alvarez|2002|5.280000|1.550000|0.100000
2207__wilson_alvarez|2003|2.370000|1.080000|2.300000
2207__wilson_alvarez|2004|4.030000|1.160000|0.900000
2207__wilson_alvarez|2005|5.630000|1.580000|-0.200000
2227__todd_zeile|2002|0.000000|1.000000|0.000000
2227__todd_zeile|2004|45.000000|6.000000|-0.100000
2234__mike_stanton|1989|1.500000|1.040000|1.200000
2234__mike_stanton|1990|18.000000|2.860000|-1.600000
2234__mike_stanton|1991|2.880000|1.060000|2.300000
2234__mike_stanton|1992|4.100000|1.240000|-0.700000
2234__mike_stanton|1993|4.670000|1.540000|-1.700000
2234__mike_stanton|1994|3.550000|1.470000|0.600000
2234__mike_stanton|1995|3.000000|1.190000|0.300000
2234__mike_stanton|1995|5.590000|1.910000|-0.500000
2234__mike_stanton|1995|4.240000|1.540000|-0.200000
2234__mike_stanton|1996|3.830000|1.440000|1.600000
2234__mike_stanton|1996|3.220000|1.070000|0.700000
2234__mike_stanton|1996|3.660000|1.330000|2.300000
2234__mike_stanton|1997|2.570000|1.260000|2.800000
2234__mike_stanton|1998|5.470000|1.230000|-1.100000
2234__mike_stanton|1999|4.330000|1.430000|0.900000
2234__mike_stanton|2000|4.100000|1.350000|1.000000
2234__mike_stanton|2001|2.580000|1.360000|2.600000
2234__mike_stanton|2002|3.000000|1.290000|2.100000
