matchid|season|datetime|year
220353|2007-2008|2008-02-09 00:00:00|2008
220355|2007-2008|2008-02-09 00:00:00|2008
220356|2007-2008|2008-02-09 00:00:00|2008
220357|2007-2008|2008-02-09 00:00:00|2008
220466|2007-2008|2008-02-23 00:00:00|2008
220468|2007-2008|2008-02-23 00:00:00|2008
220469|2007-2008|2008-02-23 00:00:00|2008
220471|2007-2008|2008-02-23 00:00:00|2008
220472|2007-2008|2008-02-23 00:00:00|2008
220475|2007-2008|2008-02-23 00:00:00|2008
220512|2007-2008|2008-03-01 00:00:00|2008
220513|2007-2008|2008-03-01 00:00:00|2008
220515|2007-2008|2008-03-01 00:00:00|2008
220517|2007-2008|2008-03-01 00:00:00|2008
220518|2007-2008|2008-03-01 00:00:00|2008
220519|2007-2008|2008-03-01 00:00:00|2008
220520|2007-2008|2008-03-01 00:00:00|2008
220521|2007-2008|2008-03-01 00:00:00|2008
220570|2007-2008|2008-03-08 00:00:00|2008
220571|2007-2008|2008-03-08 00:00:00|2008
220572|2007-2008|2008-03-08 00:00:00|2008
220573|2007-2008|2008-03-08 00:00:00|2008
220575|2007-2008|2008-03-08 00:00:00|2008
220576|2007-2008|2008-03-08 00:00:00|2008
220577|2007-2008|2008-03-09 00:00:00|2008
220578|2007-2008|2008-03-09 00:00:00|2008
220652|2007-2008|2008-03-15 00:00:00|2008
220654|2007-2008|2008-03-15 00:00:00|2008
220656|2007-2008|2008-03-15 00:00:00|2008
220658|2007-2008|2008-03-15 00:00:00|2008
220659|2007-2008|2008-03-15 00:00:00|2008
220660|2007-2008|2008-03-15 00:00:00|2008
220661|2007-2008|2008-03-16 00:00:00|2008
220698|2007-2008|2008-03-22 00:00:00|2008
220699|2007-2008|2008-03-22 00:00:00|2008
220700|2007-2008|2008-03-22 00:00:00|2008
220702|2007-2008|2008-03-22 00:00:00|2008
220704|2007-2008|2008-03-22 00:00:00|2008
220705|2007-2008|2008-03-22 00:00:00|2008
220706|2007-2008|2008-03-22 00:00:00|2008
220707|2007-2008|2008-03-22 00:00:00|2008
220768|2007-2008|2008-03-29 00:00:00|2008
220769|2007-2008|2008-03-29 00:00:00|2008
220771|2007-2008|2008-03-29 00:00:00|2008
220774|2007-2008|2008-03-29 00:00:00|2008
220775|2007-2008|2008-03-29 00:00:00|2008
220776|2007-2008|2008-03-29 00:00:00|2008
220814|2007-2008|2008-04-05 00:00:00|2008
220815|2007-2008|2008-04-05 00:00:00|2008
220816|2007-2008|2008-04-05 00:00:00|2008
220818|2007-2008|2008-04-05 00:00:00|2008
220820|2007-2008|2008-04-06 00:00:00|2008
220821|2007-2008|2008-04-05 00:00:00|2008
220822|2007-2008|2008-04-05 00:00:00|2008
220823|2007-2008|2008-04-05 00:00:00|2008
220860|2007-2008|2008-04-12 00:00:00|2008
220861|2007-2008|2008-04-12 00:00:00|2008
220862|2007-2008|2008-04-12 00:00:00|2008
220863|2007-2008|2008-04-12 00:00:00|2008
220864|2007-2008|2008-04-13 00:00:00|2008
220865|2007-2008|2008-04-13 00:00:00|2008
220866|2007-2008|2008-04-12 00:00:00|2008
220867|2007-2008|2008-04-12 00:00:00|2008
220868|2007-2008|2008-04-12 00:00:00|2008
220869|2007-2008|2008-04-12 00:00:00|2008
220906|2007-2008|2008-04-19 00:00:00|2008
220908|2007-2008|2008-04-19 00:00:00|2008
220910|2007-2008|2008-04-19 00:00:00|2008
220911|2007-2008|2008-04-20 00:00:00|2008
220912|2007-2008|2008-04-19 00:00:00|2008
220914|2007-2008|2008-04-19 00:00:00|2008
220915|2007-2008|2008-04-19 00:00:00|2008
220952|2007-2008|2008-04-26 00:00:00|2008
220953|2007-2008|2008-04-26 00:00:00|2008
220954|2007-2008|2008-04-26 00:00:00|2008
220955|2007-2008|2008-04-27 00:00:00|2008
220956|2007-2008|2008-04-26 00:00:00|2008
220957|2007-2008|2008-04-27 00:00:00|2008
220958|2007-2008|2008-04-26 00:00:00|2008
220959|2007-2008|2008-04-26 00:00:00|2008
220960|2007-2008|2008-04-26 00:00:00|2008
220961|2007-2008|2008-04-26 00:00:00|2008
220999|2007-2008|2008-05-03 00:00:00|2008
221000|2007-2008|2008-05-03 00:00:00|2008
221001|2007-2008|2008-05-03 00:00:00|2008
221002|2007-2008|2008-05-03 00:00:00|2008
221004|2007-2008|2008-05-03 00:00:00|2008
221005|2007-2008|2008-05-03 00:00:00|2008
221007|2007-2008|2008-05-03 00:00:00|2008
221044|2007-2008|2008-05-11 00:00:00|2008
221045|2007-2008|2008-05-11 00:00:00|2008
221046|2007-2008|2008-05-11 00:00:00|2008
221049|2007-2008|2008-05-11 00:00:00|2008
221050|2007-2008|2008-05-11 00:00:00|2008
221051|2007-2008|2008-05-11 00:00:00|2008
221052|2007-2008|2008-05-11 00:00:00|2008
221053|2007-2008|2008-05-11 00:00:00|2008
221288|2007-2008|2007-08-12 00:00:00|2007
221289|2007-2008|2007-08-12 00:00:00|2007
221290|2007-2008|2007-08-12 00:00:00|2007
221293|2007-2008|2007-08-15 00:00:00|2007
221294|2007-2008|2007-08-15 00:00:00|2007
221295|2007-2008|2007-08-15 00:00:00|2007
221297|2007-2008|2007-08-19 00:00:00|2007
221298|2007-2008|2007-08-19 00:00:00|2007
221300|2007-2008|2007-08-26 00:00:00|2007
221301|2007-2008|2007-08-26 00:00:00|2007
221303|2007-2008|2007-09-02 00:00:00|2007
221304|2007-2008|2007-09-02 00:00:00|2007
221306|2007-2008|2007-09-16 00:00:00|2007
221307|2007-2008|2007-09-17 00:00:00|2007
221309|2007-2008|2007-09-23 00:00:00|2007
221310|2007-2008|2007-09-23 00:00:00|2007
221311|2007-2008|2007-09-23 00:00:00|2007
221312|2007-2008|2007-09-23 00:00:00|2007
221313|2007-2008|2007-10-01 00:00:00|2007
221317|2007-2008|2007-10-07 00:00:00|2007
221318|2007-2008|2007-10-07 00:00:00|2007
221319|2007-2008|2007-10-07 00:00:00|2007
221320|2007-2008|2007-10-07 00:00:00|2007
221321|2007-2008|2007-10-07 00:00:00|2007
221323|2007-2008|2007-10-21 00:00:00|2007
221324|2007-2008|2007-10-22 00:00:00|2007
221325|2007-2008|2007-10-28 00:00:00|2007
221326|2007-2008|2007-10-28 00:00:00|2007
221327|2007-2008|2007-11-04 00:00:00|2007
221328|2007-2008|2007-11-05 00:00:00|2007
221331|2007-2008|2007-11-11 00:00:00|2007
221332|2007-2008|2007-11-11 00:00:00|2007
221334|2007-2008|2007-11-12 00:00:00|2007
221336|2007-2008|2007-11-25 00:00:00|2007
221337|2007-2008|2007-11-25 00:00:00|2007
221338|2007-2008|2008-02-10 00:00:00|2008
221339|2007-2008|2008-03-30 00:00:00|2008
221340|2007-2008|2008-04-20 00:00:00|2008
221342|2007-2008|2007-09-29 00:00:00|2007
221343|2007-2008|2007-09-30 00:00:00|2007
221344|2007-2008|2007-10-07 00:00:00|2007
221345|2007-2008|2007-10-07 00:00:00|2007
221346|2007-2008|2008-01-01 00:00:00|2008
221348|2007-2008|2008-05-11 00:00:00|2008
221349|2007-2008|2008-05-11 00:00:00|2008
223447|2007-2008|2007-08-15 00:00:00|2007
223474|2007-2008|2007-08-19 00:00:00|2007
223475|2007-2008|2007-09-02 00:00:00|2007
228971|2007-2008|2007-09-23 00:00:00|2007
228972|2007-2008|2007-10-07 00:00:00|2007
230003|2007-2008|2007-11-11 00:00:00|2007
230573|2007-2008|2007-10-28 00:00:00|2007
230574|2007-2008|2007-10-28 00:00:00|2007
230576|2007-2008|2007-11-11 00:00:00|2007
230578|2007-2008|2007-11-11 00:00:00|2007
230580|2007-2008|2007-11-11 00:00:00|2007
230582|2007-2008|2007-12-09 00:00:00|2007
230584|2007-2008|2007-12-09 00:00:00|2007
230586|2007-2008|2007-11-28 00:00:00|2007
230587|2007-2008|2007-12-09 00:00:00|2007
230590|2007-2008|2007-12-02 00:00:00|2007
230591|2007-2008|2007-12-03 00:00:00|2007
230592|2007-2008|2007-12-05 00:00:00|2007
230593|2007-2008|2007-12-16 00:00:00|2007
230595|2007-2008|2007-12-09 00:00:00|2007
230598|2007-2008|2007-12-23 00:00:00|2007
230599|2007-2008|2008-01-02 00:00:00|2008
230600|2007-2008|2008-01-02 00:00:00|2008
230601|2007-2008|2008-01-02 00:00:00|2008
230602|2007-2008|2007-12-23 00:00:00|2007
230604|2007-2008|2007-12-27 00:00:00|2007
230606|2007-2008|2007-12-30 00:00:00|2007
230607|2007-2008|2008-01-02 00:00:00|2008
230662|2007-2008|2007-12-23 00:00:00|2007
230673|2007-2008|2007-12-02 00:00:00|2007
232018|2007-2008|2008-01-13 00:00:00|2008
232019|2007-2008|2008-01-13 00:00:00|2008
232021|2007-2008|2008-01-20 00:00:00|2008
232022|2007-2008|2008-01-20 00:00:00|2008
233124|2007-2008|2007-12-16 00:00:00|2007
233239|2007-2008|2008-02-11 00:00:00|2008
233240|2007-2008|2008-02-10 00:00:00|2008
233241|2007-2008|2008-02-25 00:00:00|2008
233616|2007-2008|2007-12-30 00:00:00|2007
233746|2007-2008|2008-01-19 00:00:00|2008
233748|2007-2008|2008-01-21 00:00:00|2008
233939|2007-2008|2008-02-24 00:00:00|2008
234108|2007-2008|2008-01-12 00:00:00|2008
234169|2007-2008|2008-01-26 00:00:00|2008
234171|2007-2008|2008-01-30 00:00:00|2008
234861|2007-2008|2008-03-05 00:00:00|2008
235170|2007-2008|2008-01-30 00:00:00|2008
235237|2007-2008|2008-02-03 00:00:00|2008
235620|2007-2008|2008-02-24 00:00:00|2008
235621|2007-2008|2008-03-02 00:00:00|2008
235623|2007-2008|2008-03-02 00:00:00|2008
235624|2007-2008|2008-03-09 00:00:00|2008
235625|2007-2008|2008-03-09 00:00:00|2008
235628|2007-2008|2008-03-16 00:00:00|2008
235629|2007-2008|2008-03-16 00:00:00|2008
235632|2007-2008|2008-03-23 00:00:00|2008
235633|2007-2008|2008-03-23 00:00:00|2008
235635|2007-2008|2008-03-30 00:00:00|2008
236239|2007-2008|2008-03-17 00:00:00|2008
236639|2007-2008|2008-03-19 00:00:00|2008
237535|2007-2008|2008-03-12 00:00:00|2008
237536|2007-2008|2008-03-12 00:00:00|2008
237602|2007-2008|2008-04-14 00:00:00|2008
237603|2007-2008|2008-04-28 00:00:00|2008
237723|2007-2008|2008-03-12 00:00:00|2008
237735|2007-2008|2008-03-19 00:00:00|2008
238384|2007-2008|2008-04-20 00:00:00|2008
238385|2007-2008|2008-03-29 00:00:00|2008
238386|2007-2008|2008-03-30 00:00:00|2008
238387|2007-2008|2008-04-05 00:00:00|2008
238393|2007-2008|2008-04-08 00:00:00|2008
238710|2007-2008|2008-04-06 00:00:00|2008
238756|2007-2008|2008-04-19 00:00:00|2008
238757|2007-2008|2008-04-17 00:00:00|2008
239776|2007-2008|2008-05-04 00:00:00|2008
239777|2007-2008|2008-05-04 00:00:00|2008
239778|2007-2008|2008-05-03 00:00:00|2008
239780|2007-2008|2008-05-05 00:00:00|2008
241846|2008-2009|2008-08-16 00:00:00|2008
241848|2008-2009|2008-08-16 00:00:00|2008
241850|2008-2009|2008-08-16 00:00:00|2008
241851|2008-2009|2008-08-16 00:00:00|2008
241853|2008-2009|2008-08-16 00:00:00|2008
241854|2008-2009|2008-08-16 00:00:00|2008
241855|2008-2009|2008-08-16 00:00:00|2008
241913|2008-2009|2008-08-23 00:00:00|2008
241914|2008-2009|2008-08-23 00:00:00|2008
241915|2008-2009|2008-08-23 00:00:00|2008
241917|2008-2009|2008-08-23 00:00:00|2008
241919|2008-2009|2008-08-23 00:00:00|2008
241920|2008-2009|2008-08-23 00:00:00|2008
241921|2008-2009|2008-08-23 00:00:00|2008
241980|2008-2009|2008-08-30 00:00:00|2008
241982|2008-2009|2008-08-30 00:00:00|2008
241984|2008-2009|2008-08-30 00:00:00|2008
241985|2008-2009|2008-08-30 00:00:00|2008
241987|2008-2009|2008-08-30 00:00:00|2008
241989|2008-2009|2008-08-30 00:00:00|2008
242071|2008-2009|2008-09-13 00:00:00|2008
242072|2008-2009|2008-09-13 00:00:00|2008
242073|2008-2009|2008-09-13 00:00:00|2008
242074|2008-2009|2008-09-13 00:00:00|2008
242075|2008-2009|2008-09-13 00:00:00|2008
242076|2008-2009|2008-09-13 00:00:00|2008
242079|2008-2009|2008-09-13 00:00:00|2008
242080|2008-2009|2008-09-13 00:00:00|2008
242150|2008-2009|2008-09-20 00:00:00|2008
242151|2008-2009|2008-09-20 00:00:00|2008
242154|2008-2009|2008-09-20 00:00:00|2008
242156|2008-2009|2008-09-20 00:00:00|2008
242159|2008-2009|2008-09-20 00:00:00|2008
242217|2008-2009|2008-09-27 00:00:00|2008
242218|2008-2009|2008-09-27 00:00:00|2008
242219|2008-2009|2008-09-27 00:00:00|2008
242220|2008-2009|2008-09-27 00:00:00|2008
242221|2008-2009|2008-09-27 00:00:00|2008
242222|2008-2009|2008-09-27 00:00:00|2008
242223|2008-2009|2008-09-27 00:00:00|2008
242225|2008-2009|2008-09-27 00:00:00|2008
242296|2008-2009|2008-10-04 00:00:00|2008
242297|2008-2009|2008-10-05 00:00:00|2008
242299|2008-2009|2008-10-05 00:00:00|2008
242301|2008-2009|2008-10-04 00:00:00|2008
242303|2008-2009|2008-10-04 00:00:00|2008
242305|2008-2009|2008-10-04 00:00:00|2008
242387|2008-2009|2008-10-18 00:00:00|2008
242388|2008-2009|2008-10-18 00:00:00|2008
242389|2008-2009|2008-10-18 00:00:00|2008
242390|2008-2009|2008-10-18 00:00:00|2008
242392|2008-2009|2008-10-18 00:00:00|2008
242393|2008-2009|2008-10-18 00:00:00|2008
242394|2008-2009|2008-10-18 00:00:00|2008
242490|2008-2009|2008-10-25 00:00:00|2008
242492|2008-2009|2008-10-25 00:00:00|2008
242493|2008-2009|2008-10-26 00:00:00|2008
242494|2008-2009|2008-10-26 00:00:00|2008
242495|2008-2009|2008-10-25 00:00:00|2008
242496|2008-2009|2008-10-26 00:00:00|2008
242499|2008-2009|2008-10-26 00:00:00|2008
242553|2008-2009|2008-10-29 00:00:00|2008
242556|2008-2009|2008-10-29 00:00:00|2008
242557|2008-2009|2008-10-29 00:00:00|2008
242594|2008-2009|2008-10-29 00:00:00|2008
242595|2008-2009|2008-10-29 00:00:00|2008
242596|2008-2009|2008-10-29 00:00:00|2008
242597|2008-2009|2008-10-28 00:00:00|2008
242599|2008-2009|2008-11-01 00:00:00|2008
242600|2008-2009|2008-11-01 00:00:00|2008
242601|2008-2009|2008-11-01 00:00:00|2008
242602|2008-2009|2008-11-01 00:00:00|2008
242604|2008-2009|2008-11-01 00:00:00|2008
242605|2008-2009|2008-11-01 00:00:00|2008
242606|2008-2009|2008-11-01 00:00:00|2008
242607|2008-2009|2008-11-01 00:00:00|2008
242665|2008-2009|2008-11-08 00:00:00|2008
242666|2008-2009|2008-11-09 00:00:00|2008
242669|2008-2009|2008-11-08 00:00:00|2008
242670|2008-2009|2008-11-08 00:00:00|2008
242671|2008-2009|2008-11-09 00:00:00|2008
242672|2008-2009|2008-11-08 00:00:00|2008
242673|2008-2009|2008-11-08 00:00:00|2008
242674|2008-2009|2008-11-08 00:00:00|2008
242714|2008-2009|2008-11-15 00:00:00|2008
242715|2008-2009|2008-11-15 00:00:00|2008
242716|2008-2009|2008-11-15 00:00:00|2008
242718|2008-2009|2008-11-15 00:00:00|2008
242720|2008-2009|2008-11-15 00:00:00|2008
242721|2008-2009|2008-11-15 00:00:00|2008
242722|2008-2009|2008-11-15 00:00:00|2008
242723|2008-2009|2008-11-15 00:00:00|2008
242781|2008-2009|2008-11-22 00:00:00|2008
242782|2008-2009|2008-11-22 00:00:00|2008
242783|2008-2009|2008-11-22 00:00:00|2008
242784|2008-2009|2008-11-22 00:00:00|2008
242785|2008-2009|2008-11-22 00:00:00|2008
242786|2008-2009|2008-11-22 00:00:00|2008
242787|2008-2009|2008-11-22 00:00:00|2008
242883|2008-2009|2008-11-29 00:00:00|2008
242887|2008-2009|2008-11-29 00:00:00|2008
242888|2008-2009|2008-11-30 00:00:00|2008
242889|2008-2009|2008-11-29 00:00:00|2008
242890|2008-2009|2008-11-29 00:00:00|2008
242891|2008-2009|2008-11-30 00:00:00|2008
242892|2008-2009|2008-11-29 00:00:00|2008
242912|2008-2009|2008-12-06 00:00:00|2008
242913|2008-2009|2008-12-06 00:00:00|2008
242914|2008-2009|2008-12-06 00:00:00|2008
242916|2008-2009|2008-12-06 00:00:00|2008
242917|2008-2009|2008-12-06 00:00:00|2008
242918|2008-2009|2008-12-06 00:00:00|2008
242919|2008-2009|2008-12-06 00:00:00|2008
242920|2008-2009|2008-12-07 00:00:00|2008
242921|2008-2009|2008-12-08 00:00:00|2008
242991|2008-2009|2008-12-13 00:00:00|2008
242992|2008-2009|2008-12-14 00:00:00|2008
242993|2008-2009|2008-12-13 00:00:00|2008
242994|2008-2009|2008-12-13 00:00:00|2008
242995|2008-2009|2008-12-13 00:00:00|2008
242996|2008-2009|2008-12-14 00:00:00|2008
242997|2008-2009|2008-12-13 00:00:00|2008
242998|2008-2009|2008-12-13 00:00:00|2008
242999|2008-2009|2008-12-13 00:00:00|2008
243000|2008-2009|2008-12-13 00:00:00|2008
243058|2008-2009|2008-12-21 00:00:00|2008
243059|2008-2009|2008-12-20 00:00:00|2008
243060|2008-2009|2008-12-20 00:00:00|2008
243061|2008-2009|2008-12-22 00:00:00|2008
243062|2008-2009|2008-12-20 00:00:00|2008
243063|2008-2009|2008-12-20 00:00:00|2008
243064|2008-2009|2009-01-14 00:00:00|2009
243065|2008-2009|2008-12-21 00:00:00|2008
243066|2008-2009|2008-12-21 00:00:00|2008
243067|2008-2009|2008-12-20 00:00:00|2008
243125|2008-2009|2008-12-26 00:00:00|2008
243126|2008-2009|2008-12-26 00:00:00|2008
243127|2008-2009|2008-12-26 00:00:00|2008
243128|2008-2009|2008-12-26 00:00:00|2008
243129|2008-2009|2008-12-26 00:00:00|2008
243130|2008-2009|2008-12-26 00:00:00|2008
243131|2008-2009|2008-12-26 00:00:00|2008
243132|2008-2009|2008-12-26 00:00:00|2008
243133|2008-2009|2008-12-26 00:00:00|2008
243134|2008-2009|2008-12-26 00:00:00|2008
243192|2008-2009|2008-12-28 00:00:00|2008
243194|2008-2009|2008-12-28 00:00:00|2008
243195|2008-2009|2008-12-28 00:00:00|2008
243196|2008-2009|2008-12-28 00:00:00|2008
243197|2008-2009|2008-12-30 00:00:00|2008
243198|2008-2009|2008-12-29 00:00:00|2008
243199|2008-2009|2008-12-28 00:00:00|2008
243200|2008-2009|2008-12-28 00:00:00|2008
243201|2008-2009|2008-12-28 00:00:00|2008
243283|2008-2009|2009-01-10 00:00:00|2009
243284|2008-2009|2009-01-10 00:00:00|2009
243285|2008-2009|2009-01-10 00:00:00|2009
243286|2008-2009|2009-03-11 00:00:00|2009
243287|2008-2009|2009-01-11 00:00:00|2009
243288|2008-2009|2009-01-10 00:00:00|2009
243289|2008-2009|2009-01-10 00:00:00|2009
243290|2008-2009|2009-02-14 00:00:00|2009
243291|2008-2009|2009-01-10 00:00:00|2009
243292|2008-2009|2009-01-11 00:00:00|2009
243334|2008-2009|2009-01-17 00:00:00|2009
243335|2008-2009|2009-01-17 00:00:00|2009
243336|2008-2009|2009-01-17 00:00:00|2009
243337|2008-2009|2009-01-17 00:00:00|2009
243339|2008-2009|2009-01-17 00:00:00|2009
243340|2008-2009|2009-01-17 00:00:00|2009
243341|2008-2009|2009-01-18 00:00:00|2009
243342|2008-2009|2009-01-17 00:00:00|2009
243343|2008-2009|2009-01-18 00:00:00|2009
243446|2008-2009|2009-01-27 00:00:00|2009
243447|2008-2009|2009-01-27 00:00:00|2009
243448|2008-2009|2009-01-27 00:00:00|2009
243449|2008-2009|2009-01-27 00:00:00|2009
243450|2008-2009|2009-01-28 00:00:00|2009
243451|2008-2009|2009-01-28 00:00:00|2009
243487|2008-2009|2009-01-28 00:00:00|2009
243488|2008-2009|2009-01-28 00:00:00|2009
243489|2008-2009|2009-01-28 00:00:00|2009
243490|2008-2009|2009-01-28 00:00:00|2009
243492|2008-2009|2009-01-31 00:00:00|2009
243493|2008-2009|2009-01-31 00:00:00|2009
243494|2008-2009|2009-01-31 00:00:00|2009
243495|2008-2009|2009-01-31 00:00:00|2009
243496|2008-2009|2009-01-31 00:00:00|2009
243497|2008-2009|2009-02-01 00:00:00|2009
243498|2008-2009|2009-01-31 00:00:00|2009
243499|2008-2009|2009-01-31 00:00:00|2009
243500|2008-2009|2009-02-01 00:00:00|2009
243501|2008-2009|2009-01-31 00:00:00|2009
243595|2008-2009|2009-02-07 00:00:00|2009
243596|2008-2009|2009-02-07 00:00:00|2009
243597|2008-2009|2009-02-07 00:00:00|2009
243598|2008-2009|2009-02-07 00:00:00|2009
243599|2008-2009|2009-02-07 00:00:00|2009
243600|2008-2009|2009-02-07 00:00:00|2009
243601|2008-2009|2009-02-08 00:00:00|2009
243602|2008-2009|2009-02-07 00:00:00|2009
243603|2008-2009|2009-02-08 00:00:00|2009
243604|2008-2009|2009-02-07 00:00:00|2009
243708|2008-2009|2009-02-21 00:00:00|2009
243709|2008-2009|2009-02-21 00:00:00|2009
243710|2008-2009|2009-02-21 00:00:00|2009
243711|2008-2009|2009-02-22 00:00:00|2009
243712|2008-2009|2009-02-23 00:00:00|2009
243713|2008-2009|2009-02-22 00:00:00|2009
243714|2008-2009|2009-02-21 00:00:00|2009
243716|2008-2009|2009-02-22 00:00:00|2009
243717|2008-2009|2009-02-21 00:00:00|2009
243775|2008-2009|2009-02-28 00:00:00|2009
243776|2008-2009|2009-03-01 00:00:00|2009
243778|2008-2009|2009-02-28 00:00:00|2009
243779|2008-2009|2009-02-28 00:00:00|2009
243780|2008-2009|2009-03-01 00:00:00|2009
243781|2008-2009|2009-04-22 00:00:00|2009
243782|2008-2009|2009-02-28 00:00:00|2009
243783|2008-2009|2009-03-07 00:00:00|2009
243784|2008-2009|2009-03-01 00:00:00|2009
243842|2008-2009|2009-03-03 00:00:00|2009
243843|2008-2009|2009-03-04 00:00:00|2009
243844|2008-2009|2009-03-04 00:00:00|2009
243845|2008-2009|2009-03-03 00:00:00|2009
243846|2008-2009|2009-03-04 00:00:00|2009
243883|2008-2009|2009-03-04 00:00:00|2009
243884|2008-2009|2009-03-04 00:00:00|2009
243885|2008-2009|2009-03-03 00:00:00|2009
243886|2008-2009|2009-03-04 00:00:00|2009
243887|2008-2009|2009-03-04 00:00:00|2009
243986|2008-2009|2009-03-14 00:00:00|2009
243987|2008-2009|2009-03-15 00:00:00|2009
243988|2008-2009|2009-03-14 00:00:00|2009
243989|2008-2009|2009-03-15 00:00:00|2009
243990|2008-2009|2009-03-14 00:00:00|2009
243991|2008-2009|2009-03-14 00:00:00|2009
243992|2008-2009|2009-03-14 00:00:00|2009
243993|2008-2009|2009-03-14 00:00:00|2009
243994|2008-2009|2009-03-14 00:00:00|2009
243995|2008-2009|2009-03-16 00:00:00|2009
244053|2008-2009|2009-03-21 00:00:00|2009
244054|2008-2009|2009-03-21 00:00:00|2009
244055|2008-2009|2009-03-22 00:00:00|2009
244056|2008-2009|2009-03-22 00:00:00|2009
244057|2008-2009|2009-03-21 00:00:00|2009
244058|2008-2009|2009-03-21 00:00:00|2009
244059|2008-2009|2009-03-21 00:00:00|2009
244060|2008-2009|2009-03-21 00:00:00|2009
244061|2008-2009|2009-03-21 00:00:00|2009
244062|2008-2009|2009-03-22 00:00:00|2009
244144|2008-2009|2009-04-04 00:00:00|2009
244146|2008-2009|2009-04-04 00:00:00|2009
244148|2008-2009|2009-04-04 00:00:00|2009
244149|2008-2009|2009-04-04 00:00:00|2009
244150|2008-2009|2009-04-05 00:00:00|2009
244151|2008-2009|2009-04-04 00:00:00|2009
244152|2008-2009|2009-04-04 00:00:00|2009
244153|2008-2009|2009-04-04 00:00:00|2009
244211|2008-2009|2009-04-12 00:00:00|2009
244212|2008-2009|2009-04-11 00:00:00|2009
244213|2008-2009|2009-04-11 00:00:00|2009
244214|2008-2009|2009-04-12 00:00:00|2009
244215|2008-2009|2009-04-11 00:00:00|2009
244216|2008-2009|2009-04-11 00:00:00|2009
244217|2008-2009|2009-04-11 00:00:00|2009
244218|2008-2009|2009-04-11 00:00:00|2009
244219|2008-2009|2009-04-11 00:00:00|2009
244220|2008-2009|2009-04-11 00:00:00|2009
244314|2008-2009|2009-04-18 00:00:00|2009
244315|2008-2009|2009-04-22 00:00:00|2009
244316|2008-2009|2009-04-21 00:00:00|2009
244317|2008-2009|2009-04-19 00:00:00|2009
244318|2008-2009|2009-04-18 00:00:00|2009
244319|2008-2009|2009-04-18 00:00:00|2009
244320|2008-2009|2009-04-18 00:00:00|2009
244321|2008-2009|2009-04-18 00:00:00|2009
244322|2008-2009|2009-04-19 00:00:00|2009
244323|2008-2009|2009-05-13 00:00:00|2009
244381|2008-2009|2009-04-26 00:00:00|2009
244382|2008-2009|2009-04-26 00:00:00|2009
244383|2008-2009|2009-04-25 00:00:00|2009
244384|2008-2009|2009-04-25 00:00:00|2009
244385|2008-2009|2009-04-25 00:00:00|2009
244386|2008-2009|2009-04-25 00:00:00|2009
244387|2008-2009|2009-04-25 00:00:00|2009
244388|2008-2009|2009-04-27 00:00:00|2009
244389|2008-2009|2009-04-25 00:00:00|2009
244390|2008-2009|2009-04-25 00:00:00|2009
244442|2008-2009|2009-05-04 00:00:00|2009
244443|2008-2009|2009-05-02 00:00:00|2009
244444|2008-2009|2009-05-03 00:00:00|2009
244445|2008-2009|2009-05-02 00:00:00|2009
244446|2008-2009|2009-05-02 00:00:00|2009
244447|2008-2009|2009-05-02 00:00:00|2009
244448|2008-2009|2009-05-02 00:00:00|2009
244449|2008-2009|2009-05-03 00:00:00|2009
244450|2008-2009|2009-05-02 00:00:00|2009
244451|2008-2009|2009-05-02 00:00:00|2009
244503|2008-2009|2009-05-10 00:00:00|2009
244504|2008-2009|2009-05-09 00:00:00|2009
244505|2008-2009|2009-05-09 00:00:00|2009
244506|2008-2009|2009-05-09 00:00:00|2009
244507|2008-2009|2009-05-09 00:00:00|2009
244508|2008-2009|2009-05-09 00:00:00|2009
244509|2008-2009|2009-05-10 00:00:00|2009
244510|2008-2009|2009-05-11 00:00:00|2009
244511|2008-2009|2009-05-09 00:00:00|2009
244512|2008-2009|2009-05-09 00:00:00|2009
244528|2008-2009|2009-05-16 00:00:00|2009
244529|2008-2009|2009-05-17 00:00:00|2009
244530|2008-2009|2009-05-16 00:00:00|2009
244531|2008-2009|2009-05-16 00:00:00|2009
244532|2008-2009|2009-05-16 00:00:00|2009
244533|2008-2009|2009-05-16 00:00:00|2009
244534|2008-2009|2009-05-18 00:00:00|2009
244535|2008-2009|2009-05-16 00:00:00|2009
244536|2008-2009|2009-05-16 00:00:00|2009
244537|2008-2009|2009-05-17 00:00:00|2009
244538|2008-2009|2009-05-24 00:00:00|2009
244539|2008-2009|2009-05-24 00:00:00|2009
244540|2008-2009|2009-05-24 00:00:00|2009
244541|2008-2009|2009-05-24 00:00:00|2009
244542|2008-2009|2009-05-24 00:00:00|2009
244543|2008-2009|2009-05-24 00:00:00|2009
244544|2008-2009|2009-05-24 00:00:00|2009
244545|2008-2009|2009-05-24 00:00:00|2009
244546|2008-2009|2009-05-24 00:00:00|2009
244547|2008-2009|2009-05-24 00:00:00|2009
246334|2008-2009|2008-11-23 00:00:00|2008
246335|2008-2009|2008-11-23 00:00:00|2008
246336|2008-2009|2008-11-24 00:00:00|2008
246337|2008-2009|2008-11-30 00:00:00|2008
246338|2008-2009|2008-11-30 00:00:00|2008
246339|2008-2009|2008-12-01 00:00:00|2008
246340|2008-2009|2008-10-19 00:00:00|2008
246341|2008-2009|2008-10-19 00:00:00|2008
246342|2008-2009|2008-10-20 00:00:00|2008
246343|2008-2009|2009-04-05 00:00:00|2009
