matchid|season|datetime|year
153251|2004-2005|2004-11-13 00:00:00|2004
153252|2004-2005|2004-11-13 00:00:00|2004
153286|2004-2005|2004-11-13 00:00:00|2004
153287|2004-2005|2004-11-14 00:00:00|2004
153288|2004-2005|2004-11-14 00:00:00|2004
153304|2004-2005|2004-11-20 00:00:00|2004
153305|2004-2005|2004-11-20 00:00:00|2004
153306|2004-2005|2004-11-20 00:00:00|2004
153307|2004-2005|2004-11-20 00:00:00|2004
153308|2004-2005|2004-11-20 00:00:00|2004
153309|2004-2005|2004-11-20 00:00:00|2004
153310|2004-2005|2004-11-20 00:00:00|2004
153365|2004-2005|2004-11-20 00:00:00|2004
153368|2004-2005|2004-11-21 00:00:00|2004
153369|2004-2005|2004-11-22 00:00:00|2004
153372|2004-2005|2004-11-27 00:00:00|2004
153373|2004-2005|2004-11-27 00:00:00|2004
153374|2004-2005|2004-11-27 00:00:00|2004
153375|2004-2005|2004-11-27 00:00:00|2004
153376|2004-2005|2004-11-27 00:00:00|2004
153377|2004-2005|2004-11-27 00:00:00|2004
153378|2004-2005|2004-11-27 00:00:00|2004
153445|2004-2005|2004-11-27 00:00:00|2004
153446|2004-2005|2004-11-28 00:00:00|2004
153447|2004-2005|2004-11-28 00:00:00|2004
153448|2004-2005|2004-12-04 00:00:00|2004
153449|2004-2005|2004-12-04 00:00:00|2004
153450|2004-2005|2004-12-04 00:00:00|2004
153451|2004-2005|2004-12-04 00:00:00|2004
153452|2004-2005|2004-12-04 00:00:00|2004
153453|2004-2005|2004-12-04 00:00:00|2004
153454|2004-2005|2004-12-04 00:00:00|2004
153499|2004-2005|2004-12-04 00:00:00|2004
153500|2004-2005|2004-12-05 00:00:00|2004
153501|2004-2005|2004-12-06 00:00:00|2004
153539|2004-2005|2004-12-11 00:00:00|2004
153540|2004-2005|2004-12-11 00:00:00|2004
153541|2004-2005|2004-12-11 00:00:00|2004
153543|2004-2005|2004-12-11 00:00:00|2004
153544|2004-2005|2004-12-11 00:00:00|2004
153545|2004-2005|2004-12-11 00:00:00|2004
153602|2004-2005|2004-12-12 00:00:00|2004
153603|2004-2005|2004-12-12 00:00:00|2004
153604|2004-2005|2004-12-13 00:00:00|2004
153607|2004-2005|2004-12-18 00:00:00|2004
153609|2004-2005|2004-12-18 00:00:00|2004
153610|2004-2005|2004-12-18 00:00:00|2004
153611|2004-2005|2004-12-18 00:00:00|2004
153612|2004-2005|2004-12-18 00:00:00|2004
153613|2004-2005|2004-12-18 00:00:00|2004
153614|2004-2005|2004-12-18 00:00:00|2004
153678|2004-2005|2004-12-18 00:00:00|2004
153681|2004-2005|2004-12-19 00:00:00|2004
153682|2004-2005|2004-12-20 00:00:00|2004
153683|2004-2005|2004-12-26 00:00:00|2004
153684|2004-2005|2004-12-26 00:00:00|2004
153688|2004-2005|2004-12-26 00:00:00|2004
153689|2004-2005|2004-12-26 00:00:00|2004
153690|2004-2005|2004-12-26 00:00:00|2004
153691|2004-2005|2004-12-26 00:00:00|2004
153692|2004-2005|2004-12-26 00:00:00|2004
153693|2004-2005|2004-12-26 00:00:00|2004
153743|2004-2005|2004-12-26 00:00:00|2004
153744|2004-2005|2004-12-26 00:00:00|2004
153761|2004-2005|2004-12-28 00:00:00|2004
153762|2004-2005|2004-12-28 00:00:00|2004
153763|2004-2005|2004-12-28 00:00:00|2004
153764|2004-2005|2004-12-28 00:00:00|2004
153765|2004-2005|2004-12-28 00:00:00|2004
153766|2004-2005|2004-12-28 00:00:00|2004
153767|2004-2005|2004-12-28 00:00:00|2004
153813|2004-2005|2004-12-28 00:00:00|2004
153814|2004-2005|2004-12-28 00:00:00|2004
153822|2004-2005|2004-12-29 00:00:00|2004
153827|2004-2005|2005-01-01 00:00:00|2005
153828|2004-2005|2005-01-01 00:00:00|2005
153829|2004-2005|2005-01-01 00:00:00|2005
153830|2004-2005|2005-01-01 00:00:00|2005
153831|2004-2005|2005-01-01 00:00:00|2005
153832|2004-2005|2005-01-01 00:00:00|2005
153833|2004-2005|2005-01-01 00:00:00|2005
153834|2004-2005|2005-01-01 00:00:00|2005
153835|2004-2005|2005-01-01 00:00:00|2005
153836|2004-2005|2005-01-01 00:00:00|2005
153902|2004-2005|2005-01-03 00:00:00|2005
153903|2004-2005|2005-01-03 00:00:00|2005
153904|2004-2005|2005-01-03 00:00:00|2005
153905|2004-2005|2005-01-03 00:00:00|2005
153906|2004-2005|2005-01-03 00:00:00|2005
153907|2004-2005|2005-01-03 00:00:00|2005
153908|2004-2005|2005-01-03 00:00:00|2005
153909|2004-2005|2005-01-03 00:00:00|2005
153910|2004-2005|2005-01-03 00:00:00|2005
153955|2004-2005|2005-01-04 00:00:00|2005
153992|2004-2005|2005-01-15 00:00:00|2005
153993|2004-2005|2005-01-15 00:00:00|2005
153994|2004-2005|2005-01-15 00:00:00|2005
153995|2004-2005|2005-01-15 00:00:00|2005
153996|2004-2005|2005-01-15 00:00:00|2005
153997|2004-2005|2005-01-15 00:00:00|2005
153998|2004-2005|2005-01-15 00:00:00|2005
153999|2004-2005|2005-01-15 00:00:00|2005
154000|2004-2005|2005-01-15 00:00:00|2005
154001|2004-2005|2005-01-15 00:00:00|2005
154059|2004-2005|2005-01-22 00:00:00|2005
154060|2004-2005|2005-01-22 00:00:00|2005
154061|2004-2005|2005-01-22 00:00:00|2005
154062|2004-2005|2005-01-22 00:00:00|2005
154063|2004-2005|2005-01-22 00:00:00|2005
154064|2004-2005|2005-01-22 00:00:00|2005
154065|2004-2005|2005-01-22 00:00:00|2005
154066|2004-2005|2005-01-22 00:00:00|2005
154067|2004-2005|2005-01-22 00:00:00|2005
154068|2004-2005|2005-01-22 00:00:00|2005
154193|2004-2005|2005-02-01 00:00:00|2005
154194|2004-2005|2005-02-01 00:00:00|2005
154195|2004-2005|2005-02-01 00:00:00|2005
154196|2004-2005|2005-02-01 00:00:00|2005
154197|2004-2005|2005-02-01 00:00:00|2005
154198|2004-2005|2005-02-01 00:00:00|2005
154199|2004-2005|2005-02-02 00:00:00|2005
154200|2004-2005|2005-02-02 00:00:00|2005
154201|2004-2005|2005-02-02 00:00:00|2005
154202|2004-2005|2005-02-02 00:00:00|2005
154205|2004-2005|2005-02-05 00:00:00|2005
154206|2004-2005|2005-02-05 00:00:00|2005
154207|2004-2005|2005-02-05 00:00:00|2005
154208|2004-2005|2005-02-05 00:00:00|2005
154209|2004-2005|2005-02-05 00:00:00|2005
154210|2004-2005|2005-02-05 00:00:00|2005
154211|2004-2005|2005-02-05 00:00:00|2005
154212|2004-2005|2005-02-05 00:00:00|2005
154213|2004-2005|2005-02-05 00:00:00|2005
154214|2004-2005|2005-02-05 00:00:00|2005
154277|2004-2005|2005-02-12 00:00:00|2005
154278|2004-2005|2005-02-12 00:00:00|2005
154279|2004-2005|2005-02-12 00:00:00|2005
154280|2004-2005|2005-02-12 00:00:00|2005
154281|2004-2005|2005-02-12 00:00:00|2005
154282|2004-2005|2005-02-12 00:00:00|2005
154283|2004-2005|2005-02-12 00:00:00|2005
154284|2004-2005|2005-02-12 00:00:00|2005
154285|2004-2005|2005-02-12 00:00:00|2005
154286|2004-2005|2005-02-12 00:00:00|2005
154457|2004-2005|2005-02-26 00:00:00|2005
154458|2004-2005|2005-02-26 00:00:00|2005
154459|2004-2005|2005-02-26 00:00:00|2005
154460|2004-2005|2005-02-26 00:00:00|2005
154461|2004-2005|2005-02-26 00:00:00|2005
154462|2004-2005|2005-02-26 00:00:00|2005
154463|2004-2005|2005-02-26 00:00:00|2005
154464|2004-2005|2005-02-26 00:00:00|2005
154465|2004-2005|2005-02-26 00:00:00|2005
154466|2004-2005|2005-02-26 00:00:00|2005
154530|2004-2005|2005-03-05 00:00:00|2005
154531|2004-2005|2005-03-05 00:00:00|2005
154532|2004-2005|2005-03-05 00:00:00|2005
154533|2004-2005|2005-03-05 00:00:00|2005
154534|2004-2005|2005-03-05 00:00:00|2005
154535|2004-2005|2005-03-05 00:00:00|2005
154536|2004-2005|2005-03-05 00:00:00|2005
154537|2004-2005|2005-03-05 00:00:00|2005
154538|2004-2005|2005-03-05 00:00:00|2005
154606|2004-2005|2005-03-06 00:00:00|2005
154689|2004-2005|2005-03-19 00:00:00|2005
154690|2004-2005|2005-03-19 00:00:00|2005
154691|2004-2005|2005-03-19 00:00:00|2005
154692|2004-2005|2005-03-19 00:00:00|2005
154693|2004-2005|2005-03-19 00:00:00|2005
154694|2004-2005|2005-03-19 00:00:00|2005
154695|2004-2005|2005-03-19 00:00:00|2005
154696|2004-2005|2005-03-19 00:00:00|2005
154697|2004-2005|2005-03-19 00:00:00|2005
154765|2004-2005|2005-03-20 00:00:00|2005
154876|2004-2005|2005-04-02 00:00:00|2005
154877|2004-2005|2005-04-02 00:00:00|2005
154878|2004-2005|2005-04-02 00:00:00|2005
154879|2004-2005|2005-04-02 00:00:00|2005
154880|2004-2005|2005-04-02 00:00:00|2005
154881|2004-2005|2005-04-02 00:00:00|2005
154882|2004-2005|2005-04-02 00:00:00|2005
154883|2004-2005|2005-04-02 00:00:00|2005
154884|2004-2005|2005-04-02 00:00:00|2005
154885|2004-2005|2005-04-02 00:00:00|2005
154966|2004-2005|2005-04-09 00:00:00|2005
154967|2004-2005|2005-04-09 00:00:00|2005
154968|2004-2005|2005-04-09 00:00:00|2005
154969|2004-2005|2005-04-09 00:00:00|2005
154970|2004-2005|2005-04-09 00:00:00|2005
154971|2004-2005|2005-04-09 00:00:00|2005
154972|2004-2005|2005-04-09 00:00:00|2005
154973|2004-2005|2005-04-09 00:00:00|2005
155039|2004-2005|2005-04-10 00:00:00|2005
155041|2004-2005|2005-04-10 00:00:00|2005
155044|2004-2005|2005-04-16 00:00:00|2005
155045|2004-2005|2005-04-16 00:00:00|2005
155046|2004-2005|2005-04-16 00:00:00|2005
155047|2004-2005|2005-04-16 00:00:00|2005
155048|2004-2005|2005-04-16 00:00:00|2005
155049|2004-2005|2005-04-16 00:00:00|2005
155050|2004-2005|2005-04-16 00:00:00|2005
155051|2004-2005|2005-04-16 00:00:00|2005
155052|2004-2005|2005-04-16 00:00:00|2005
155053|2004-2005|2005-04-16 00:00:00|2005
155120|2004-2005|2005-04-19 00:00:00|2005
155121|2004-2005|2005-04-19 00:00:00|2005
155122|2004-2005|2005-04-19 00:00:00|2005
155123|2004-2005|2005-04-19 00:00:00|2005
155124|2004-2005|2005-04-20 00:00:00|2005
155125|2004-2005|2005-04-20 00:00:00|2005
155126|2004-2005|2005-04-20 00:00:00|2005
155127|2004-2005|2005-04-20 00:00:00|2005
155128|2004-2005|2005-04-20 00:00:00|2005
155129|2004-2005|2005-04-20 00:00:00|2005
155130|2004-2005|2005-04-23 00:00:00|2005
155131|2004-2005|2005-04-23 00:00:00|2005
155132|2004-2005|2005-04-23 00:00:00|2005
155133|2004-2005|2005-04-23 00:00:00|2005
155134|2004-2005|2005-04-23 00:00:00|2005
155135|2004-2005|2005-04-23 00:00:00|2005
155136|2004-2005|2005-04-23 00:00:00|2005
155137|2004-2005|2005-04-23 00:00:00|2005
155138|2004-2005|2005-04-23 00:00:00|2005
155201|2004-2005|2005-04-24 00:00:00|2005
155203|2004-2005|2005-04-30 00:00:00|2005
155204|2004-2005|2005-04-30 00:00:00|2005
155205|2004-2005|2005-05-01 00:00:00|2005
155206|2004-2005|2005-04-30 00:00:00|2005
155207|2004-2005|2005-04-30 00:00:00|2005
155208|2004-2005|2005-04-30 00:00:00|2005
155209|2004-2005|2005-04-30 00:00:00|2005
155210|2004-2005|2005-04-30 00:00:00|2005
155211|2004-2005|2005-04-30 00:00:00|2005
155212|2004-2005|2005-04-30 00:00:00|2005
155274|2004-2005|2005-05-07 00:00:00|2005
155275|2004-2005|2005-05-07 00:00:00|2005
155276|2004-2005|2005-05-07 00:00:00|2005
155277|2004-2005|2005-05-07 00:00:00|2005
155278|2004-2005|2005-05-07 00:00:00|2005
155279|2004-2005|2005-05-07 00:00:00|2005
155280|2004-2005|2005-05-07 00:00:00|2005
155281|2004-2005|2005-05-07 00:00:00|2005
155282|2004-2005|2005-05-07 00:00:00|2005
155283|2004-2005|2005-05-07 00:00:00|2005
155335|2004-2005|2005-05-14 00:00:00|2005
155336|2004-2005|2005-05-14 00:00:00|2005
155337|2004-2005|2005-05-14 00:00:00|2005
155338|2004-2005|2005-05-14 00:00:00|2005
155339|2004-2005|2005-05-14 00:00:00|2005
155340|2004-2005|2005-05-14 00:00:00|2005
155341|2004-2005|2005-05-14 00:00:00|2005
155342|2004-2005|2005-05-14 00:00:00|2005
155343|2004-2005|2005-05-14 00:00:00|2005
155344|2004-2005|2005-05-14 00:00:00|2005
167159|2004-2005|2004-10-24 00:00:00|2004
167160|2004-2005|2004-10-24 00:00:00|2004
168448|2004-2005|2004-11-07 00:00:00|2004
169342|2004-2005|2004-11-28 00:00:00|2004
169660|2004-2005|2004-12-14 00:00:00|2004
169716|2004-2005|2004-12-19 00:00:00|2004
169770|2004-2005|2005-01-04 00:00:00|2005
169771|2004-2005|2005-01-04 00:00:00|2005
169772|2004-2005|2005-01-04 00:00:00|2005
169773|2004-2005|2005-01-04 00:00:00|2005
169775|2004-2005|2005-01-05 00:00:00|2005
169908|2004-2005|2005-01-16 00:00:00|2005
169909|2004-2005|2005-01-16 00:00:00|2005
169910|2004-2005|2005-01-23 00:00:00|2005
169911|2004-2005|2005-01-24 00:00:00|2005
169914|2004-2005|2005-02-06 00:00:00|2005
169915|2004-2005|2005-02-06 00:00:00|2005
169916|2004-2005|2005-02-13 00:00:00|2005
169917|2004-2005|2005-02-14 00:00:00|2005
169926|2004-2005|2005-02-27 00:00:00|2005
170339|2004-2005|2005-02-27 00:00:00|2005
170340|2004-2005|2005-02-28 00:00:00|2005
170341|2004-2005|2005-03-06 00:00:00|2005
170342|2004-2005|2005-03-07 00:00:00|2005
171013|2004-2005|2005-02-02 00:00:00|2005
171168|2004-2005|2005-03-20 00:00:00|2005
175012|2004-2005|2005-03-16 00:00:00|2005
175788|2004-2005|2005-02-22 00:00:00|2005
175977|2004-2005|2005-03-15 00:00:00|2005
176820|2004-2005|2005-04-03 00:00:00|2005
176821|2004-2005|2005-04-03 00:00:00|2005
178181|2004-2005|2005-04-10 00:00:00|2005
178182|2004-2005|2005-04-17 00:00:00|2005
178573|2004-2005|2005-03-16 00:00:00|2005
178574|2004-2005|2005-03-20 00:00:00|2005
179653|2004-2005|2005-04-20 00:00:00|2005
179848|2004-2005|2005-05-15 00:00:00|2005
179849|2004-2005|2005-05-15 00:00:00|2005
179850|2004-2005|2005-05-15 00:00:00|2005
179851|2004-2005|2005-05-15 00:00:00|2005
179852|2004-2005|2005-05-15 00:00:00|2005
179853|2004-2005|2005-05-15 00:00:00|2005
179854|2004-2005|2005-05-15 00:00:00|2005
179855|2004-2005|2005-05-15 00:00:00|2005
179856|2004-2005|2005-05-15 00:00:00|2005
179857|2004-2005|2005-05-15 00:00:00|2005
180411|2004-2005|2005-04-24 00:00:00|2005
180412|2004-2005|2005-04-25 00:00:00|2005
180413|2004-2005|2005-05-01 00:00:00|2005
180414|2004-2005|2005-05-02 00:00:00|2005
180731|2004-2005|2005-04-20 00:00:00|2005
182882|2004-2005|2005-04-26 00:00:00|2005
182953|2004-2005|2005-04-27 00:00:00|2005
183387|2004-2005|2005-05-04 00:00:00|2005
183498|2004-2005|2005-05-08 00:00:00|2005
183535|2004-2005|2005-05-10 00:00:00|2005
183549|2004-2005|2005-05-11 00:00:00|2005
184188|2005-2006|2005-08-13 00:00:00|2005
184196|2005-2006|2005-08-13 00:00:00|2005
184197|2005-2006|2005-08-13 00:00:00|2005
184198|2005-2006|2005-08-13 00:00:00|2005
184199|2005-2006|2005-08-13 00:00:00|2005
184200|2005-2006|2005-08-13 00:00:00|2005
184201|2005-2006|2005-08-13 00:00:00|2005
184203|2005-2006|2005-08-13 00:00:00|2005
184237|2005-2006|2005-08-20 00:00:00|2005
184238|2005-2006|2005-08-20 00:00:00|2005
184241|2005-2006|2005-08-20 00:00:00|2005
184242|2005-2006|2005-08-20 00:00:00|2005
184243|2005-2006|2005-08-20 00:00:00|2005
184244|2005-2006|2005-08-20 00:00:00|2005
184245|2005-2006|2005-08-20 00:00:00|2005
184246|2005-2006|2005-08-20 00:00:00|2005
184247|2005-2006|2005-08-20 00:00:00|2005
184249|2005-2006|2005-08-20 00:00:00|2005
184279|2005-2006|2005-08-23 00:00:00|2005
184280|2005-2006|2005-08-23 00:00:00|2005
184282|2005-2006|2005-08-23 00:00:00|2005
184283|2005-2006|2005-08-24 00:00:00|2005
184285|2005-2006|2005-08-27 00:00:00|2005
184286|2005-2006|2005-08-27 00:00:00|2005
184288|2005-2006|2005-08-27 00:00:00|2005
184289|2005-2006|2005-08-27 00:00:00|2005
184291|2005-2006|2005-08-24 00:00:00|2005
184292|2005-2006|2005-08-23 00:00:00|2005
184295|2005-2006|2005-08-27 00:00:00|2005
184297|2005-2006|2005-08-23 00:00:00|2005
184299|2005-2006|2005-08-23 00:00:00|2005
184301|2005-2006|2005-08-27 00:00:00|2005
184302|2005-2006|2005-08-27 00:00:00|2005
184303|2005-2006|2005-08-27 00:00:00|2005
184305|2005-2006|2005-08-27 00:00:00|2005
184307|2005-2006|2005-08-27 00:00:00|2005
184396|2005-2006|2005-09-10 00:00:00|2005
184397|2005-2006|2005-09-10 00:00:00|2005
184403|2005-2006|2005-09-10 00:00:00|2005
184404|2005-2006|2005-09-10 00:00:00|2005
184406|2005-2006|2005-09-10 00:00:00|2005
184408|2005-2006|2005-09-10 00:00:00|2005
184413|2005-2006|2005-09-10 00:00:00|2005
184416|2005-2006|2005-09-10 00:00:00|2005
184432|2005-2006|2005-09-10 00:00:00|2005
184452|2005-2006|2005-09-17 00:00:00|2005
184453|2005-2006|2005-09-17 00:00:00|2005
184454|2005-2006|2005-09-17 00:00:00|2005
184455|2005-2006|2005-09-17 00:00:00|2005
184456|2005-2006|2005-09-17 00:00:00|2005
184459|2005-2006|2005-09-17 00:00:00|2005
184468|2005-2006|2005-09-17 00:00:00|2005
184469|2005-2006|2005-09-17 00:00:00|2005
184470|2005-2006|2005-09-17 00:00:00|2005
184471|2005-2006|2005-09-17 00:00:00|2005
184505|2005-2006|2005-09-24 00:00:00|2005
184506|2005-2006|2005-09-24 00:00:00|2005
184507|2005-2006|2005-09-24 00:00:00|2005
184509|2005-2006|2005-09-24 00:00:00|2005
184513|2005-2006|2005-09-24 00:00:00|2005
184514|2005-2006|2005-09-24 00:00:00|2005
184515|2005-2006|2005-09-24 00:00:00|2005
184516|2005-2006|2005-09-24 00:00:00|2005
184517|2005-2006|2005-09-24 00:00:00|2005
184518|2005-2006|2005-09-24 00:00:00|2005
184572|2005-2006|2005-10-01 00:00:00|2005
184573|2005-2006|2005-10-01 00:00:00|2005
184583|2005-2006|2005-10-01 00:00:00|2005
184589|2005-2006|2005-10-01 00:00:00|2005
184590|2005-2006|2005-10-01 00:00:00|2005
184591|2005-2006|2005-10-01 00:00:00|2005
184592|2005-2006|2005-10-01 00:00:00|2005
184593|2005-2006|2005-10-01 00:00:00|2005
184595|2005-2006|2005-10-01 00:00:00|2005
184596|2005-2006|2005-10-01 00:00:00|2005
184653|2005-2006|2005-10-15 00:00:00|2005
184654|2005-2006|2005-10-15 00:00:00|2005
184655|2005-2006|2005-10-15 00:00:00|2005
184656|2005-2006|2005-10-15 00:00:00|2005
184659|2005-2006|2005-10-15 00:00:00|2005
184660|2005-2006|2005-10-15 00:00:00|2005
184661|2005-2006|2005-10-15 00:00:00|2005
184662|2005-2006|2005-10-15 00:00:00|2005
184666|2005-2006|2005-10-15 00:00:00|2005
184676|2005-2006|2005-10-15 00:00:00|2005
184720|2005-2006|2005-10-22 00:00:00|2005
184721|2005-2006|2005-10-22 00:00:00|2005
184723|2005-2006|2005-10-22 00:00:00|2005
184724|2005-2006|2005-10-22 00:00:00|2005
184725|2005-2006|2005-10-22 00:00:00|2005
184733|2005-2006|2005-10-22 00:00:00|2005
184734|2005-2006|2005-10-22 00:00:00|2005
184735|2005-2006|2005-10-22 00:00:00|2005
184736|2005-2006|2005-10-22 00:00:00|2005
184737|2005-2006|2005-10-22 00:00:00|2005
184758|2005-2006|2005-10-29 00:00:00|2005
184759|2005-2006|2005-10-29 00:00:00|2005
184760|2005-2006|2005-10-29 00:00:00|2005
184761|2005-2006|2005-10-29 00:00:00|2005
184762|2005-2006|2005-10-29 00:00:00|2005
184763|2005-2006|2005-10-29 00:00:00|2005
184764|2005-2006|2005-10-29 00:00:00|2005
184768|2005-2006|2005-10-29 00:00:00|2005
184769|2005-2006|2005-10-29 00:00:00|2005
184770|2005-2006|2005-10-29 00:00:00|2005
184807|2005-2006|2005-11-05 00:00:00|2005
184819|2005-2006|2005-11-05 00:00:00|2005
184821|2005-2006|2005-11-05 00:00:00|2005
184822|2005-2006|2005-11-05 00:00:00|2005
184823|2005-2006|2005-11-05 00:00:00|2005
184824|2005-2006|2005-11-05 00:00:00|2005
184825|2005-2006|2005-11-05 00:00:00|2005
184826|2005-2006|2005-11-05 00:00:00|2005
184827|2005-2006|2005-11-05 00:00:00|2005
184830|2005-2006|2005-11-05 00:00:00|2005
184864|2005-2006|2005-11-19 00:00:00|2005
184867|2005-2006|2005-11-19 00:00:00|2005
184870|2005-2006|2005-11-19 00:00:00|2005
184871|2005-2006|2005-11-19 00:00:00|2005
184872|2005-2006|2005-11-19 00:00:00|2005
184873|2005-2006|2005-11-19 00:00:00|2005
184874|2005-2006|2005-11-19 00:00:00|2005
184875|2005-2006|2005-11-19 00:00:00|2005
184876|2005-2006|2005-11-19 00:00:00|2005
184880|2005-2006|2005-11-19 00:00:00|2005
184914|2005-2006|2005-11-26 00:00:00|2005
184922|2005-2006|2005-11-26 00:00:00|2005
184923|2005-2006|2005-11-26 00:00:00|2005
184924|2005-2006|2005-11-26 00:00:00|2005
184925|2005-2006|2005-11-26 00:00:00|2005
184928|2005-2006|2005-11-26 00:00:00|2005
184929|2005-2006|2005-11-26 00:00:00|2005
184931|2005-2006|2005-11-26 00:00:00|2005
184933|2005-2006|2005-11-26 00:00:00|2005
184935|2005-2006|2005-11-26 00:00:00|2005
184967|2005-2006|2005-12-03 00:00:00|2005
184968|2005-2006|2005-12-03 00:00:00|2005
184972|2005-2006|2005-12-03 00:00:00|2005
184974|2005-2006|2005-12-03 00:00:00|2005
184975|2005-2006|2005-12-03 00:00:00|2005
184976|2005-2006|2005-12-03 00:00:00|2005
184977|2005-2006|2005-12-03 00:00:00|2005
184978|2005-2006|2005-12-03 00:00:00|2005
184981|2005-2006|2005-12-03 00:00:00|2005
184982|2005-2006|2005-12-03 00:00:00|2005
185007|2005-2006|2005-12-10 00:00:00|2005
185008|2005-2006|2005-12-10 00:00:00|2005
185012|2005-2006|2005-12-10 00:00:00|2005
185015|2005-2006|2005-12-10 00:00:00|2005
185016|2005-2006|2005-12-10 00:00:00|2005
185017|2005-2006|2005-12-10 00:00:00|2005
185021|2005-2006|2005-12-10 00:00:00|2005
185022|2005-2006|2005-12-10 00:00:00|2005
185028|2005-2006|2005-12-10 00:00:00|2005
185030|2005-2006|2005-12-10 00:00:00|2005
185060|2005-2006|2005-12-17 00:00:00|2005
185062|2005-2006|2005-12-17 00:00:00|2005
185063|2005-2006|2005-12-17 00:00:00|2005
185066|2005-2006|2005-12-17 00:00:00|2005
185067|2005-2006|2005-12-17 00:00:00|2005
185070|2005-2006|2005-12-17 00:00:00|2005
185071|2005-2006|2005-12-17 00:00:00|2005
185073|2005-2006|2005-12-17 00:00:00|2005
185074|2005-2006|2005-12-17 00:00:00|2005
185100|2005-2006|2005-12-26 00:00:00|2005
185103|2005-2006|2005-12-26 00:00:00|2005
185104|2005-2006|2005-12-26 00:00:00|2005
185105|2005-2006|2005-12-26 00:00:00|2005
185108|2005-2006|2005-12-26 00:00:00|2005
185109|2005-2006|2005-12-26 00:00:00|2005
185112|2005-2006|2005-12-26 00:00:00|2005
185115|2005-2006|2005-12-26 00:00:00|2005
185116|2005-2006|2005-12-26 00:00:00|2005
185117|2005-2006|2005-12-26 00:00:00|2005
185147|2005-2006|2005-12-28 00:00:00|2005
185148|2005-2006|2005-12-28 00:00:00|2005
185150|2005-2006|2005-12-28 00:00:00|2005
185153|2005-2006|2005-12-28 00:00:00|2005
185155|2005-2006|2005-12-28 00:00:00|2005
185157|2005-2006|2005-12-28 00:00:00|2005
185158|2005-2006|2005-12-28 00:00:00|2005
185163|2005-2006|2005-12-28 00:00:00|2005
185168|2005-2006|2005-12-28 00:00:00|2005
185171|2005-2006|2005-12-28 00:00:00|2005
185199|2005-2006|2005-12-31 00:00:00|2005
185200|2005-2006|2005-12-31 00:00:00|2005
185201|2005-2006|2005-12-31 00:00:00|2005
185202|2005-2006|2005-12-31 00:00:00|2005
185203|2005-2006|2005-12-31 00:00:00|2005
185205|2005-2006|2005-12-31 00:00:00|2005
185206|2005-2006|2005-12-31 00:00:00|2005
185211|2005-2006|2005-12-31 00:00:00|2005
185214|2005-2006|2005-12-31 00:00:00|2005
185215|2005-2006|2005-12-31 00:00:00|2005
185243|2005-2006|2006-01-02 00:00:00|2006
185244|2005-2006|2006-01-02 00:00:00|2006
185245|2005-2006|2006-01-02 00:00:00|2006
185250|2005-2006|2006-01-02 00:00:00|2006
185251|2005-2006|2006-01-02 00:00:00|2006
185252|2005-2006|2006-01-02 00:00:00|2006
185253|2005-2006|2006-01-02 00:00:00|2006
185255|2005-2006|2006-01-02 00:00:00|2006
185262|2005-2006|2006-01-02 00:00:00|2006
185267|2005-2006|2006-01-02 00:00:00|2006
185283|2005-2006|2006-01-14 00:00:00|2006
185303|2005-2006|2006-01-14 00:00:00|2006
185318|2005-2006|2006-01-14 00:00:00|2006
185319|2005-2006|2006-01-14 00:00:00|2006
185320|2005-2006|2006-01-14 00:00:00|2006
185321|2005-2006|2006-01-14 00:00:00|2006
185322|2005-2006|2006-01-14 00:00:00|2006
185326|2005-2006|2006-01-14 00:00:00|2006
185331|2005-2006|2006-01-14 00:00:00|2006
185357|2005-2006|2006-01-21 00:00:00|2006
185358|2005-2006|2006-01-21 00:00:00|2006
185363|2005-2006|2006-01-21 00:00:00|2006
185364|2005-2006|2006-01-21 00:00:00|2006
185365|2005-2006|2006-01-21 00:00:00|2006
185366|2005-2006|2006-01-21 00:00:00|2006
185367|2005-2006|2006-01-21 00:00:00|2006
185368|2005-2006|2006-01-21 00:00:00|2006
185373|2005-2006|2006-01-21 00:00:00|2006
185377|2005-2006|2006-01-21 00:00:00|2006
185422|2005-2006|2006-02-01 00:00:00|2006
185433|2005-2006|2006-01-31 00:00:00|2006
185434|2005-2006|2006-01-31 00:00:00|2006
185435|2005-2006|2006-01-31 00:00:00|2006
185442|2005-2006|2006-01-31 00:00:00|2006
185443|2005-2006|2006-01-31 00:00:00|2006
185444|2005-2006|2006-02-04 00:00:00|2006
185445|2005-2006|2006-02-04 00:00:00|2006
185446|2005-2006|2006-02-01 00:00:00|2006
185448|2005-2006|2006-02-04 00:00:00|2006
185449|2005-2006|2006-01-31 00:00:00|2006
185450|2005-2006|2006-02-01 00:00:00|2006
185452|2005-2006|2006-02-04 00:00:00|2006
185453|2005-2006|2006-02-04 00:00:00|2006
185456|2005-2006|2006-02-04 00:00:00|2006
185457|2005-2006|2006-02-04 00:00:00|2006
185461|2005-2006|2006-02-04 00:00:00|2006
185462|2005-2006|2006-02-04 00:00:00|2006
185463|2005-2006|2006-02-01 00:00:00|2006
185464|2005-2006|2006-02-04 00:00:00|2006
185492|2005-2006|2006-02-11 00:00:00|2006
185501|2005-2006|2006-02-11 00:00:00|2006
185505|2005-2006|2006-02-11 00:00:00|2006
185506|2005-2006|2006-02-11 00:00:00|2006
185507|2005-2006|2006-02-11 00:00:00|2006
